atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_memberships	gcf_selected_category	gcf_selected_threshold	gcf_selected_id	gcf_selected_status	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
330	atlas_context	dataset_family_atlas	12635	mix	FAM_00530;FAM_01806	FAM_00530;FAM_01806	1	1		0	1	present	mix	NRPS-like.T1PKS	1		351	6	tier_3	Botrytis_cinerea_B05.10	UNLABELED	NC_037316.1.region002	BGC37	NRPS;PKS	FAM_00530;FAM_01229;FAM_01806;FAM_02490	mix@c0.3=FAM_00530;mix@c0.3=FAM_01806;nrps.pks@c0.3=FAM_01229;nrps.pks@c0.3=FAM_02490	mix	0.3	FAM_00530;FAM_01806	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6653103032073525: prolipyrone B, gibepyrone D; FBGC00384 9.8: beauvericin		beauvericin	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Botrytis_cinerea_B05.10 NC_037316.1.region002 represents BiG-SCAPE CC 12635 (FAM_00530;FAM_01806) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6653103032073525: prolipyrone B, gibepyrone D; FBGC00384 9.8: beauvericin, but product identity is not assigned.
331	atlas_context	dataset_family_atlas	6264	mix	FAM_00317;FAM_01593	FAM_00317;FAM_01593	1	1		0	1	present	mix	NRPS-like	1		352	6	tier_3	Cystobasidium_minutum_MCA_4210	UNLABELED	NW_027118379.1.region001	BGC7	NRPS	FAM_00317;FAM_01116;FAM_01593;FAM_01989	mix@c0.3=FAM_00317;mix@c0.3=FAM_01593;nrps@c0.3=FAM_01116;nrps@c0.3=FAM_01989	mix	0.3	FAM_00317;FAM_01593	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.4660042831491491: jinggangmycin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Cystobasidium_minutum_MCA_4210 NW_027118379.1.region001 represents BiG-SCAPE CC 6264 (FAM_00317;FAM_01593) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4660042831491491: jinggangmycin, but product identity is not assigned.
332	atlas_context	dataset_family_atlas	3556	mix	FAM_00235;FAM_01511	FAM_00235;FAM_01511	1	1		0	1	present	mix	NRPS	1		353	6	tier_3	Mixia_osmundae_IAM_14324	UNLABELED	NW_014575562.1.region001	BGC4	NRPS	FAM_00235;FAM_01093;FAM_01511;FAM_01966	mix@c0.3=FAM_00235;mix@c0.3=FAM_01511;nrps@c0.3=FAM_01093;nrps@c0.3=FAM_01966	mix	0.3	FAM_00235;FAM_01511	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6263748622070457: bicornutin A1, bicornutin A2			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Mixia_osmundae_IAM_14324 NW_014575562.1.region001 represents BiG-SCAPE CC 3556 (FAM_00235;FAM_01511) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6263748622070457: bicornutin A1, bicornutin A2, but product identity is not assigned.
333	atlas_context	dataset_family_atlas	8269	mix	FAM_00391;FAM_01667	FAM_00391;FAM_01667	1	1		0	1	present	mix	NRPS	1		354	6	tier_3	Mycosarcoma_maydis_521	UNLABELED	NC_026496.1.region001	BGC17	NRPS	FAM_00391;FAM_01137;FAM_01667;FAM_02010	mix@c0.3=FAM_00391;mix@c0.3=FAM_01667;nrps@c0.3=FAM_01137;nrps@c0.3=FAM_02010	mix	0.3	FAM_00391;FAM_01667	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6903634168565991: AM-toxin			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Mycosarcoma_maydis_521 NC_026496.1.region001 represents BiG-SCAPE CC 8269 (FAM_00391;FAM_01667) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6903634168565991: AM-toxin, but product identity is not assigned.
334	atlas_context	dataset_family_atlas	3781	mix	FAM_00238;FAM_01514	FAM_00238;FAM_01514	1	1		0	1	present	mix	terpene	1		355	6	tier_3	Aspergillus_fumigatus_Af293	UNLABELED	NC_007198.1.region008	BGC37	terpene	FAM_00238;FAM_00703;FAM_01514;FAM_02284	mix@c0.3=FAM_00238;mix@c0.3=FAM_01514;terpene@c0.3=FAM_00703;terpene@c0.3=FAM_02284	mix	0.3	FAM_00238;FAM_01514	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3293733488049858: chevalone E; FBGC00019 7.2: chevalone E		chevalone E	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_fumigatus_Af293 NC_007198.1.region008 represents BiG-SCAPE CC 3781 (FAM_00238;FAM_01514) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3293733488049858: chevalone E; FBGC00019 7.2: chevalone E, but product identity is not assigned.
335	atlas_context	dataset_family_atlas	15952	mix	FAM_00636;FAM_01912	FAM_00636;FAM_01912	1	1		0	1	present	mix	isocyanide	1		356	6	tier_3	Calcarisporiella_thermophila_CBS_279.70	UNLABELED	NW_027192237.1.region001	BGC32	other	FAM_00636;FAM_01008;FAM_01912;FAM_02122	mix@c0.3=FAM_00636;mix@c0.3=FAM_01912;other@c0.3=FAM_01008;other@c0.3=FAM_02122	mix	0.3	FAM_00636;FAM_01912	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.46509919346231166: rhabduscin; FBGC00356 8.0: malbrancheamide		malbrancheamide	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Calcarisporiella_thermophila_CBS_279.70 NW_027192237.1.region001 represents BiG-SCAPE CC 15952 (FAM_00636;FAM_01912) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.46509919346231166: rhabduscin; FBGC00356 8.0: malbrancheamide, but product identity is not assigned.
336	atlas_context	dataset_family_atlas	7865	mix	FAM_00377;FAM_01653	FAM_00377;FAM_01653	1	1		0	1	present	mix	NRPS-like	1		357	6	tier_3	Aspergillus_niger	UNLABELED	NT_166527.1.region005	BGC35	NRPS	FAM_00377;FAM_01133;FAM_01653;FAM_02006	mix@c0.3=FAM_00377;mix@c0.3=FAM_01653;nrps@c0.3=FAM_01133;nrps@c0.3=FAM_02006	mix	0.3	FAM_00377;FAM_01653	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5043057176699919: ochratoxin A; FBGC00073 3.8: tryptoquialanine		tryptoquialanine	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_niger NT_166527.1.region005 represents BiG-SCAPE CC 7865 (FAM_00377;FAM_01653) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5043057176699919: ochratoxin A; FBGC00073 3.8: tryptoquialanine, but product identity is not assigned.
337	atlas_context	dataset_family_atlas	6514	mix	FAM_00324;FAM_01600	FAM_00324;FAM_01600	1	1		0	1	present	mix	NRPS-like	1		358	6	tier_3	Botrytis_cinerea_B05.10	UNLABELED	NC_037326.1.region001	BGC71	NRPS	FAM_00324;FAM_01118;FAM_01600;FAM_01991	mix@c0.3=FAM_00324;mix@c0.3=FAM_01600;nrps@c0.3=FAM_01118;nrps@c0.3=FAM_01991	mix	0.3	FAM_00324;FAM_01600	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.42236957782558504: LL-Z1272beta			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Botrytis_cinerea_B05.10 NC_037326.1.region001 represents BiG-SCAPE CC 6514 (FAM_00324;FAM_01600) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.42236957782558504: LL-Z1272beta, but product identity is not assigned.
338	atlas_context	dataset_family_atlas	5812	mix	FAM_00308;FAM_01584	FAM_00308;FAM_01584	1	1		0	1	present	mix	T1PKS	1		359	6	tier_3	Zymoseptoria_tritici_IPO323	UNLABELED	NC_018214.1.region001	BGC16	PKS	FAM_00308;FAM_00914;FAM_01584;FAM_02175	mix@c0.3=FAM_00308;mix@c0.3=FAM_01584;pks@c0.3=FAM_00914;pks@c0.3=FAM_02175	mix	0.3	FAM_00308;FAM_01584	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6647425889153691: prolipyrone B, gibepyrone D			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Zymoseptoria_tritici_IPO323 NC_018214.1.region001 represents BiG-SCAPE CC 5812 (FAM_00308;FAM_01584) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6647425889153691: prolipyrone B, gibepyrone D, but product identity is not assigned.
339	atlas_context	dataset_family_atlas	7173	mix	FAM_00348;FAM_01624	FAM_00348;FAM_01624	1	1		0	1	present	mix	terpene-precursor	1		360	6	tier_3	Calcarisporiella_thermophila_CBS_279.70	UNLABELED	NW_027192203.1.region001	BGC21	terpene	FAM_00348;FAM_00758;FAM_01624;FAM_02339	mix@c0.3=FAM_00348;mix@c0.3=FAM_01624;terpene@c0.3=FAM_00758;terpene@c0.3=FAM_02339	mix	0.3	FAM_00348;FAM_01624	assigned	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.5592447683440313: pimara-8(14),15-diene; FBGC00798 21.3: (-)-vinigrol		(-)-vinigrol	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Calcarisporiella_thermophila_CBS_279.70 NW_027192203.1.region001 represents BiG-SCAPE CC 7173 (FAM_00348;FAM_01624) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5592447683440313: pimara-8(14),15-diene; FBGC00798 21.3: (-)-vinigrol, but product identity is not assigned.
340	atlas_context	dataset_family_atlas	12418	mix	FAM_00519;FAM_01795	FAM_00519;FAM_01795	1	1		0	1	present	mix	terpene-precursor	1		361	6	tier_3	Aspergillus_fumigatus_Af293	UNLABELED	NC_007194.1.region004	BGC4	terpene	FAM_00519;FAM_00821;FAM_01795;FAM_02402	mix@c0.3=FAM_00519;mix@c0.3=FAM_01795;terpene@c0.3=FAM_00821;terpene@c0.3=FAM_02402	mix	0.3	FAM_00519;FAM_01795	assigned	present	1	0	1	antiSMASH+FunBGCeX	FunBGCeX_hint	clustercompare 0.563022204057563: pimara-8(14),15-diene; FBGC00800 20.8: (-)-vinigrol or its analogue		(-)-vinigrol or its analogue	manual GCF-context review before follow-up	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; FunBGCeX_similarity>=10	Aspergillus_fumigatus_Af293 NC_007194.1.region004 represents BiG-SCAPE CC 12418 (FAM_00519;FAM_01795) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.563022204057563: pimara-8(14),15-diene; FBGC00800 20.8: (-)-vinigrol or its analogue, but product identity is not assigned.
341	atlas_context	dataset_family_atlas	9975	mix	FAM_00454;FAM_01730	FAM_00454;FAM_01730	1	1		0	1	present	mix	NRPS-like.T1PKS	1		362	6	tier_3	Neurospora_crassa_OR74A	UNLABELED	NC_026506.1.region006	BGC20	NRPS;PKS	FAM_00454;FAM_01226;FAM_01730;FAM_02487	mix@c0.3=FAM_00454;mix@c0.3=FAM_01730;nrps.pks@c0.3=FAM_01226;nrps.pks@c0.3=FAM_02487	mix	0.3	FAM_00454;FAM_01730	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6634036772507498: prolipyrone B, gibepyrone D			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Neurospora_crassa_OR74A NC_026506.1.region006 represents BiG-SCAPE CC 9975 (FAM_00454;FAM_01730) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6634036772507498: prolipyrone B, gibepyrone D, but product identity is not assigned.
342	atlas_context	dataset_family_atlas	6238	mix	FAM_00314;FAM_01590	FAM_00314;FAM_01590	1	1		0	1	present	mix	T1PKS	1		363	6	tier_3	Aspergillus_niger	UNLABELED	NT_166519.1.region006	BGC49	PKS	FAM_00314;FAM_00915;FAM_01590;FAM_02176	mix@c0.3=FAM_00314;mix@c0.3=FAM_01590;pks@c0.3=FAM_00915;pks@c0.3=FAM_02176	mix	0.3	FAM_00314;FAM_01590	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6281956610451631: prolipyrone B, gibepyrone D			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_niger NT_166519.1.region006 represents BiG-SCAPE CC 6238 (FAM_00314;FAM_01590) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6281956610451631: prolipyrone B, gibepyrone D, but product identity is not assigned.
343	atlas_context	dataset_family_atlas	9353	mix	FAM_00432;FAM_01708	FAM_00432;FAM_01708	1	1		0	1	present	mix	NRPS-like.terpene	1		364	6	tier_3	Aspergillus_niger	UNLABELED	NT_166527.1.region006	BGC36	NRPS;terpene	FAM_00432;FAM_01272;FAM_01708;FAM_02547	mix@c0.3=FAM_00432;mix@c0.3=FAM_01708;nrps.terpene@c0.3=FAM_01272;nrps.terpene@c0.3=FAM_02547	mix	0.3	FAM_00432;FAM_01708	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5684382269324806: fusarin C; FBGC00628 4.2: lijiquinone		lijiquinone	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_niger NT_166527.1.region006 represents BiG-SCAPE CC 9353 (FAM_00432;FAM_01708) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5684382269324806: fusarin C; FBGC00628 4.2: lijiquinone, but product identity is not assigned.
344	atlas_context	dataset_family_atlas	13197	mix	FAM_00556;FAM_01832	FAM_00556;FAM_01832	1	1		0	1	present	mix	terpene	1		365	6	tier_3	Coprinopsis_cinerea_okayama7_130	UNLABELED	NW_003307535.1.region001	BGC19	terpene	FAM_00556;FAM_00830;FAM_01832;FAM_02411	mix@c0.3=FAM_00556;mix@c0.3=FAM_01832;terpene@c0.3=FAM_00830;terpene@c0.3=FAM_02411	mix	0.3	FAM_00556;FAM_01832	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.343320363376005: armillyl orsellinate, 8α-hydroxy-6-protoilludene			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Coprinopsis_cinerea_okayama7_130 NW_003307535.1.region001 represents BiG-SCAPE CC 13197 (FAM_00556;FAM_01832) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.343320363376005: armillyl orsellinate, 8α-hydroxy-6-protoilludene, but product identity is not assigned.
345	atlas_context	dataset_family_atlas	502	mix	FAM_00135;FAM_01411	FAM_00135;FAM_01411	1	1		0	1	present	mix	T1PKS.terpene	1		366	6	tier_3	Aspergillus_niger	UNLABELED	NT_166523.1.region001	BGC53	PKS;terpene	FAM_00135;FAM_01251;FAM_01411;FAM_02449	mix@c0.3=FAM_00135;mix@c0.3=FAM_01411;pks.terpene@c0.3=FAM_01251;pks.terpene@c0.3=FAM_02449	mix	0.3	FAM_00135;FAM_01411	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.639710169621574: prolipyrone B, gibepyrone D			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_niger NT_166523.1.region001 represents BiG-SCAPE CC 502 (FAM_00135;FAM_01411) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.639710169621574: prolipyrone B, gibepyrone D, but product identity is not assigned.
346	atlas_context	dataset_family_atlas	4606	mix	FAM_00269;FAM_01545	FAM_00269;FAM_01545	1	1		0	1	present	mix	isocyanide	1		367	6	tier_3	Aspergillus_fumigatus_Af293	UNLABELED	NC_007197.1.region002	BGC21	other	FAM_00269;FAM_00981;FAM_01545;FAM_02095	mix@c0.3=FAM_00269;mix@c0.3=FAM_01545;other@c0.3=FAM_00981;other@c0.3=FAM_02095	mix	0.3	FAM_00269;FAM_01545	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.43549734929334183: sinapigladioside			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_fumigatus_Af293 NC_007197.1.region002 represents BiG-SCAPE CC 4606 (FAM_00269;FAM_01545) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.43549734929334183: sinapigladioside, but product identity is not assigned.
347	atlas_context	dataset_family_atlas	6635	mix	FAM_00331;FAM_01607	FAM_00331;FAM_01607	1	1		0	1	present	mix	NRPS-like	1		368	6	tier_3	Aspergillus_nidulans_FGSC_A4	UNLABELED	NC_066263.1.region005	BGC45	NRPS	FAM_00331;FAM_01120;FAM_01607;FAM_01993	mix@c0.3=FAM_00331;mix@c0.3=FAM_01607;nrps@c0.3=FAM_01120;nrps@c0.3=FAM_01993	mix	0.3	FAM_00331;FAM_01607	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.38002216469482825: LL-Z1272beta			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_nidulans_FGSC_A4 NC_066263.1.region005 represents BiG-SCAPE CC 6635 (FAM_00331;FAM_01607) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.38002216469482825: LL-Z1272beta, but product identity is not assigned.
348	atlas_context	dataset_family_atlas	1124	mix	FAM_00156;FAM_01432	FAM_00156;FAM_01432	1	1		0	1	present	mix	NRPS	1		369	6	tier_3	Botrytis_cinerea_B05.10	UNLABELED	NC_037315.1.region003	BGC32	NRPS	FAM_00156;FAM_01076;FAM_01432;FAM_01949	mix@c0.3=FAM_00156;mix@c0.3=FAM_01432;nrps@c0.3=FAM_01076;nrps@c0.3=FAM_01949	mix	0.3	FAM_00156;FAM_01432	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.5480081658688558: ascofuranone; FBGC00117 5.8: himeic acid A		himeic acid A	manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Botrytis_cinerea_B05.10 NC_037315.1.region003 represents BiG-SCAPE CC 1124 (FAM_00156;FAM_01432) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.5480081658688558: ascofuranone; FBGC00117 5.8: himeic acid A, but product identity is not assigned.
349	atlas_context	dataset_family_atlas	7462	mix	FAM_00360;FAM_01636	FAM_00360;FAM_01636	1	1		0	1	present	mix	NRPS-like	1		370	6	tier_3	Mycosarcoma_maydis_521	UNLABELED	NC_026494.1.region001	BGC16	NRPS	FAM_00360;FAM_01129;FAM_01636;FAM_02002	mix@c0.3=FAM_00360;mix@c0.3=FAM_01636;nrps@c0.3=FAM_01129;nrps@c0.3=FAM_02002	mix	0.3	FAM_00360;FAM_01636	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.38817055018890184: Orsellinic acid			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Mycosarcoma_maydis_521 NC_026494.1.region001 represents BiG-SCAPE CC 7462 (FAM_00360;FAM_01636) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.38817055018890184: Orsellinic acid, but product identity is not assigned.
350	atlas_context	dataset_family_atlas	10788	mix	FAM_00479;FAM_01755	FAM_00479;FAM_01755	1	1		0	1	present	mix	T1PKS	1		371	6	tier_3	Aspergillus_niger	UNLABELED	NT_166525.1.region006	BGC9	PKS	FAM_00479;FAM_00935;FAM_01755;FAM_02196	mix@c0.3=FAM_00479;mix@c0.3=FAM_01755;pks@c0.3=FAM_00935;pks@c0.3=FAM_02196	mix	0.3	FAM_00479;FAM_01755	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.628395221345862: prolipyrone B, gibepyrone D			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Aspergillus_niger NT_166525.1.region006 represents BiG-SCAPE CC 10788 (FAM_00479;FAM_01755) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.628395221345862: prolipyrone B, gibepyrone D, but product identity is not assigned.
351	atlas_context	dataset_family_atlas	131	mix	FAM_00125;FAM_01401	FAM_00125;FAM_01401	1	1		0	1	present	mix	T1PKS	1		372	6	tier_3	Coprinopsis_cinerea_okayama7_130	UNLABELED	NW_003307537.1.region001	BGC15	PKS	FAM_00125;FAM_00886;FAM_01401;FAM_02147	mix@c0.3=FAM_00125;mix@c0.3=FAM_01401;pks@c0.3=FAM_00886;pks@c0.3=FAM_02147	mix	0.3	FAM_00125;FAM_01401	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.6289907227580657: (-)-Mellein			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Coprinopsis_cinerea_okayama7_130 NW_003307537.1.region001 represents BiG-SCAPE CC 131 (FAM_00125;FAM_01401) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.6289907227580657: (-)-Mellein, but product identity is not assigned.
352	atlas_context	dataset_family_atlas	7753	mix	FAM_00373;FAM_01649	FAM_00373;FAM_01649	1	1		0	1	present	mix	NRPS-like	1		373	6	tier_3	Spizellomyces_punctatus_DAOM_BR117	UNLABELED	NW_015971560.1.region001	BGC20	NRPS	FAM_00373;FAM_01131;FAM_01649;FAM_02004	mix@c0.3=FAM_00373;mix@c0.3=FAM_01649;nrps@c0.3=FAM_01131;nrps@c0.3=FAM_02004	mix	0.3	FAM_00373;FAM_01649	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.3529036635713394: grixazone A			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Spizellomyces_punctatus_DAOM_BR117 NW_015971560.1.region001 represents BiG-SCAPE CC 7753 (FAM_00373;FAM_01649) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.3529036635713394: grixazone A, but product identity is not assigned.
353	atlas_context	dataset_family_atlas	15257	mix	FAM_00623;FAM_01899	FAM_00623;FAM_01899	1	1		0	1	present	mix	NRPS-like	1		374	6	tier_3	Spizellomyces_punctatus_DAOM_BR117	UNLABELED	NW_015971539.1.region001	BGC5	NRPS	FAM_00623;FAM_01193;FAM_01899;FAM_02066	mix@c0.3=FAM_00623;mix@c0.3=FAM_01899;nrps@c0.3=FAM_01193;nrps@c0.3=FAM_02066	mix	0.3	FAM_00623;FAM_01899	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.4727732784433339: polyhydroxyalkanoate			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Spizellomyces_punctatus_DAOM_BR117 NW_015971539.1.region001 represents BiG-SCAPE CC 15257 (FAM_00623;FAM_01899) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.4727732784433339: polyhydroxyalkanoate, but product identity is not assigned.
354	atlas_context	dataset_family_atlas	4324	mix	FAM_00255;FAM_01531	FAM_00255;FAM_01531	1	1		0	1	present	mix	NRPS-like	1		375	6	tier_3	Botrytis_cinerea_B05.10	UNLABELED	NC_037324.1.region001	BGC61	NRPS	FAM_00255;FAM_01097;FAM_01531;FAM_01970	mix@c0.3=FAM_00255;mix@c0.3=FAM_01531;nrps@c0.3=FAM_01097;nrps@c0.3=FAM_01970	mix	0.3	FAM_00255;FAM_01531	assigned	present	1	0	1	antiSMASH+FunBGCeX	annotation_text_only	clustercompare 0.40968768869073796: cytolysin ClyLl, cytolysin ClyLs			manual class-logic review, then targeted synteny if chemistry remains plausible	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported	Botrytis_cinerea_B05.10 NC_037324.1.region001 represents BiG-SCAPE CC 4324 (FAM_00255;FAM_01531) with 1 clustered records across 1 dataset genomes. Annotation hints include clustercompare 0.40968768869073796: cytolysin ClyLl, cytolysin ClyLs, but product identity is not assigned.
