genome,taxon_group,detector_relation,scaffold,overlap_bp,antismash_bgc_id,antismash_start,antismash_end,antismash_bgc_class,antismash_knowncluster_similarity_score,antismash_knowncluster_accession,antismash_knowncluster_product,antismash_clustercompare_similarity_score,antismash_clustercompare_compounds,antismash_clustercompare_organism,funbgcex_bgc_id,funbgcex_start,funbgcex_end,funbgcex_core_enzymes,funbgcex_similar_bgc,funbgcex_similarity_score,funbgcex_putative_product,same_putative_product_exact,same_putative_product_keyword
Aspergillus_niger,fungi,shared,NT_166526,18410,NT_166526.1.region006,1308034,1399260,NRPS;PKS,,,,0.7574017197504511,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC93,1357107,1375516,HR-PKS,FBGC00582,17.0,curvulamine,no,no
Aspergillus_niger,fungi,shared,NT_166526,27081,NT_166526.1.region007,1420299,1500345,PKS,,,,0.669911585304393,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC94,1443265,1470345,"HR-PKS, HR-PKS",,,,no,no
Aspergillus_niger,fungi,shared,NT_166526,29005,NT_166526.1.region008,1522680,1622365,NRPS;PKS;terpene,,,,0.7180961014394233,fusarin C,Fusarium fujikuroi,BGC97,1572505,1601509,PKS-NRPS,FBGC00595,9.3,NG-391,no,no
Aspergillus_niger,fungi,shared,NT_166526,19154,NT_166526.1.region009,1733979,1799360,PKS,100,BGC0000156.5,"TAN-1612/1-(2,3,5,10-tetrahydroxy-7-methoxy-4-oxo-1,2,3,4-tetrahydroanthracen-2-yl)pentane-2,4-dione/desmethyl TAN-1612",0.8514259733992051,"TAN-1612, 1-(2,3,5,10-tetrahydroxy-7-methoxy-4-oxo-1,2,3,4-tetrahydroanthracen-2-yl)pentane-2,4-dione, desmethyl TAN-1612",Aspergillus niger,BGC100,1757599,1776752,NR-PKS,FBGC00244,99.4,TAN-1612,no,yes
Aspergillus_niger,fungi,shared,NT_166526,10679,NT_166526.1.region010,2289526,2357017,PKS,,,,0.7525962575540186,FR901512,fungal sp. No.14919,BGC101,2316339,2327017,HR-PKS,FBGC00520,7.6,aurovertins,no,no
Aspergillus_niger,fungi,funbgcex_only,NT_166527,0,,,,,,,,,,,BGC31,672621,707820,"HR-PKS, HR-PKS, NRPS",FBGC00545,6.6,brevijanazine A,no,no
Aspergillus_niger,fungi,funbgcex_only,NT_166527,0,,,,,,,,,,,BGC34,1727870,1750149,NRPS,,,,no,no
Aspergillus_niger,fungi,funbgcex_only,NT_166527,0,,,,,,,,,,,BGC37,2540913,2546616,NRPS-like,,,,no,no
Aspergillus_niger,fungi,antismash_only,NT_166527,0,NT_166527.1.region001,476177,507782,terpene,40,BGC0001839.3,squalestatin S1,0.6825666114818022,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Aspergillus_niger,fungi,shared,NT_166527,39599,NT_166527.1.region002,508565,576161,PKS,12,BGC0000027.4,ankaflavin/monascin/rubropunctatine/monascorubrin,0.6365266568592954,cichorine,Aspergillus nidulans FGSC A4,BGC30,516272,555870,NR-PKS,FBGC00210,39.1,"2,4-dihydroxy-3-methyl-6-(2-oxoundecyl)benzaldehyde",no,no
Aspergillus_niger,fungi,shared,NT_166527,36686,NT_166527.1.region003,642621,771128,NRPS;PKS,,,,0.701097189415673,AM-toxin,Alternaria alternata,BGC32,716291,752976,NRPS,FBGC00368,78.4,malformin C,no,no
Aspergillus_niger,fungi,shared,NT_166527,28886,NT_166527.1.region004,1653170,1773030,NRPS;PKS,,,,0.696361540541928,enniatin,Fusarium equiseti,BGC33,1680318,1709203,HR-PKS,FBGC00223,6.0,"2,4-dihydroxy-6-[(3E,5E,7E)-2-oxonona-3,5,7-trienyl]benzaldehyde",no,no
Aspergillus_niger,fungi,shared,NT_166527,14664,NT_166527.1.region005,2318395,2381731,NRPS,,,,0.5043057176699919,ochratoxin A,Aspergillus welwitschiae,BGC35,2348395,2363058,NRPS-like,FBGC00073,3.8,tryptoquialanine,no,no
Aspergillus_niger,fungi,shared,NT_166527,12312,NT_166527.1.region006,2483239,2566738,NRPS;terpene,,,,0.5684382269324806,fusarin C,Fusarium fujikuroi,BGC36,2491354,2503665,TC (Class1),FBGC00628,4.2,lijiquinone,no,no
Aspergillus_niger,fungi,funbgcex_only,NT_166528,0,,,,,,,,,,,BGC29,693562,700707,NRPS,,,,no,no
Aspergillus_niger,fungi,shared,NT_166528,1451,NT_166528.1.region001,436850,468300,indole,,,,0.3617097073735212,"phenazine SA, phenazine SB, phenazine SC",Streptomyces sp.,BGC26,451850,453300,PT (DMATS),,,,no,no
Aspergillus_niger,fungi,shared,NT_166528,20751,NT_166528.1.region002,551407,626570,NRPS;PKS,11,BGC0000818.5,notoamide A,0.661651346331671,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC27,578654,599404,"HR-PKS, NRPS-like",FBGC00780,47.9,polyol lipids,no,no
Aspergillus_niger,fungi,shared,NT_166528,15697,NT_166528.1.region003,648773,730707,NRPS;PKS,50,BGC0002230.2,tolypyridone C,0.7233186293158382,dimethylcoprogen,Alternaria alternata,BGC28,672771,688467,PKS-like,FBGC00292,15.7,cordypyrone B,no,no
Aspergillus_niger,fungi,funbgcex_only,NT_166529,0,,,,,,,,,,,BGC13,520364,523970,TC (Class1),,,,no,no
Aspergillus_niger,fungi,funbgcex_only,NT_166529,0,,,,,,,,,,,BGC15,1696957,1707662,RiPP PP,FBGC00750,5.0,proliferic acid A,no,no
Aspergillus_niger,fungi,shared,NT_166529,17120,NT_166529.1.region001,452315,538970,NRPS;PKS;terpene,,,,0.7500243678382287,FR901512,fungal sp. No.14919,BGC12,482315,499434,PKS-NRPS,FBGC00055,6.7,fusaridione A,no,no
Aspergillus_niger,fungi,shared,NT_166529,7309,NT_166529.1.region002,1121370,1187128,NRPS;PKS,100,BGC0002275.2,pyrophen/campyrone B,1.0,"pyrophen, campyrone B",Aspergillus niger ATCC 1015,BGC14,1149820,1157128,NRPS-PKS,FBGC00324,100.0,pyrophen,no,yes
Aspergillus_niger,fungi,funbgcex_only,NT_166530,0,,,,,,,,,,,BGC39,750388,753125,PEPM,,,,no,no
Aspergillus_niger,fungi,shared,NT_166530,24381,NT_166530.1.region001,536636,604940,PKS,,,,0.7511148284004844,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC38,566636,591016,HR-PKS,,,,no,no
Aspergillus_niger,fungi,shared,NT_166530,14808,NT_166530.1.region002,951010,1019184,PKS,,,,0.7321813627696759,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC40,975863,990670,HR-PKS,,,,no,no
Aspergillus_niger,fungi,shared,NT_166530,20171,NT_166530.1.region003,1167635,1235229,PKS,,,,0.6565793572407307,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC41,1188787,1208957,HR-PKS,FBGC00544,66.3,xylariolide D,no,no
Aspergillus_niger,fungi,antismash_only,NT_166530,0,NT_166530.1.region004,1652294,1684400,terpene,,,,0.5423260052126528,"sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8",Aspergillus fischeri NRRL 181,,,,,,,,no,no
Aspergillus_niger,fungi,shared,NT_166530,23355,NT_166530.1.region005,1737557,1815044,NRPS,,,,0.677458750520152,enniatin,Fusarium equiseti,BGC42,1761690,1785044,NRPS,FPROT00024,4.4,UCS1025A,no,no
Aspergillus_niger,fungi,shared,NT_166530,25915,NT_166530.1.region006,1832045,1879820,NRPS;PKS,100,BGC0002606.2,ochratoxin A,0.935234727055692,ochratoxin A,Aspergillus niger,BGC43,1851102,1877016,"NRPS, PKS-like",FBGC00126,82.4,ochratoxin A,yes,yes
Aspergillus_niger,fungi,funbgcex_only,NT_166531,0,,,,,,,,,,,BGC60,601097,602105,PT (UbiA),FBGC00330,4.7,yanuthone D,no,no
Aspergillus_niger,fungi,shared,NT_166531,3296,NT_166531.1.region001,42020,74296,terpene,,,,0.5514237713734381,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC57,57020,60315,chimeric TS,FBGC00425,87.0,variediene,no,no
Aspergillus_niger,fungi,shared,NT_166531,3096,NT_166531.1.region002,83951,147046,NRPS,,,,0.7077287861216678,choline,Aspergillus nidulans FGSC A4,BGC58,113951,117046,NRPS-like,FBGC00545,8.7,brevijanazine A,no,no
Aspergillus_niger,fungi,shared,NT_166531,19192,NT_166531.1.region003,338885,369996,terpene,,,,0.5175085461011069,himeic acid A,Aspergillus japonicus,BGC59,345863,365054,PPPS,FBGC00315,23.3,T-toxin,no,no
Aspergillus_niger,fungi,shared,NT_166531,47558,NT_166531.1.region004,1456581,1537884,NRPS,,,,0.6893578636461635,"serinocyclin A, serinocyclin B",Metarhizium robertsii,BGC61,1480578,1528135,NRPS,FBGC00609,15.2,"1-(2,6-dihydroxyphenyl)but-2-en-1-one",no,no
Aspergillus_niger,fungi,shared,NT_166532,8592,NT_166532.1.region001,82942,113901,terpene,,,,0.7456398361148656,"culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol",Fusarium graminearum PH-1,BGC62,90310,98901,TC (Tri5),,,,no,no
Aspergillus_niger,fungi,funbgcex_only,NT_166533,0,,,,,,,,,,,BGC114,1440253,1441713,TC (SHC/OSC),,,,no,no
Aspergillus_niger,fungi,shared,NT_166533,47534,NT_166533.1.region001,74963,146702,NRPS;PKS,75,BGC0002210.3,pyranoviolin A,0.7079529402681796,fusarin C,Fusarium fujikuroi,BGC112,79525,127058,PKS-NRPS,FBGC00181,64.0,pyranonigrin A,no,no
Aspergillus_niger,fungi,shared,NT_166533,28620,NT_166533.1.region002,562902,595784,terpene,,,,0.5200152458043185,copalyl diphosphate,Diaporthe amygdali,BGC113,562389,591521,TC (PbcA),FBGC00611,9.9,burnettiene A,no,no
Aspergillus_niger,fungi,shared,NT_166537,44391,NT_166537.1.region001,1,61655,PKS,100,BGC0000170.3,yanuthone D,0.8923497343510779,yanuthone D,Aspergillus niger ATCC 1015,BGC56,6512,50902,"PR-PKS, PT (UbiA)",FBGC00330,93.4,yanuthone D,yes,yes
Aspergillus_niger,fungi,funbgcex_only,NT_166539,0,,,,,,,,,,,BGC80,1323894,1328379,NRPS-like,,,,no,no
Aspergillus_niger,fungi,shared,NT_166539,5620,NT_166539.1.region001,252326,315379,NRPS,,,,0.599706644056924,bovienimide A,Xenorhabdus bovienii SS-2004,BGC77,279760,285379,NRPS-like,,,,no,no
Aspergillus_niger,fungi,shared,NT_166539,18373,NT_166539.1.region002,725206,756201,terpene,28,BGC0002216.3,HEx-tc1 terpene,0.4930335580759802,HEx-tc1 terpene,Trichoderma virens Gv29-8,BGC78,737829,756921,TC (UbiA),FBGC00769,24.2,oxybergamotene D,no,no
Aspergillus_niger,fungi,shared,NT_166539,29861,NT_166539.1.region003,1056488,1133977,NRPS;PKS,,,,0.7524003805756956,FR901512,fungal sp. No.14919,BGC79,1078659,1108519,"HR-PKS, NRPS-like",FBGC00291,16.2,"2,4'-dihydroxy-3'-methoxypropiophenone",no,no
Aspergillus_niger,fungi,antismash_only,NT_166539,0,NT_166539.1.region004,1135450,1168020,terpene,,,,0.5495032610194216,stellatic acid,Aspergillus stellatus,,,,,,,,no,no
Aspergillus_niger,fungi,antismash_only,NT_166539,0,NT_166539.1.region005,1342877,1387020,other,,,,0.3813540468987904,staphyloferrin A,Staphylococcus aureus subsp. aureus NCTC 8325,,,,,,,,no,no
Aspergillus_niger,fungi,shared,NT_166539,16951,NT_166539.1.region006,1523436,1590187,NRPS,,,,0.6289907227580657,"bicornutin A1, bicornutin A2",Xenorhabdus budapestensis,BGC81,1547953,1564903,NRPS,FBGC00817,6.8,ligustrone A,no,no
Aspergillus_niger,fungi,antismash_only,NT_166539,0,NT_166539.1.region007,1905675,1921503,RiPP,,,,,,,,,,,,,,no,no
Aspergillus_niger,fungi,shared,NT_166539,24822,NT_166539.1.region008,2288423,2354149,PKS,60,BGC0001304.3,aflavarin,0.6778805697426896,alternariol,Parastagonospora nodorum SN15,BGC82,2314761,2339582,NR-PKS,FBGC00234,98.8,kotanin,no,no
Aspergillus_niger,fungi,shared,NT_166539,26766,NT_166539.1.region009,2403907,2472399,PKS,,,,0.7337597602462396,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC83,2426122,2452887,HR-PKS,FBGC00191,5.0,flavoglaucin,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037310,0,,,,,,,,,,,BGC2,1182966,1193711,RiPP PP,,,,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037310,0,,,,,,,,,,,BGC6,2404023,2405561,PT (UbiA),,,,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037310,0,,,,,,,,,,,BGC7,4026786,4031078,NRPS,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037310,63824,NC_037310.1.region001,1,82746,PKS,,,,0.740199178049604,ACT-Toxin II,Alternaria alternata,BGC1,5626,69449,"HR-PKS, HR-PKS",FBGC00270,100.0,botcinin A/botrylactone,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037310,5431,NC_037310.1.region002,1242890,1273976,terpene,,,,0.33824667736423897,oxepinamide D,Aspergillus ustus,BGC3,1253546,1258976,TC (Class1),,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037310,15786,NC_037310.1.region003,1296428,1362785,NRPS,25,BGC0002710.2,metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid,0.7475045251468608,dimethylcoprogen,Alternaria alternata,BGC4,1322261,1338046,NRPS,FBGC00374,43.3,triacetylfusarinine C/hydroxyferricrocin,no,no
Botrytis_cinerea_B05.10,fungi,antismash_only,NC_037310,0,NC_037310.1.region004,1643155,1675103,terpene,,,,0.5669956423023572,carotenoid,Rhodobacter sphaeroides,,,,,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037310,18256,NC_037310.1.region005,1759033,1792288,terpene,,,,0.4765014047058096,phyllocladan-16α-ol,Diaporthe amygdali,BGC5,1746567,1777288,TC (PbcA),FBGC00243,10.7,aflavarin,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037310,40085,NC_037310.1.region006,3996786,4103700,NRPS;PKS,,,,0.7643607601505092,FR901512,fungal sp. No.14919,BGC8,4033616,4073700,PKS-NRPS,FBGC00562,30.1,harzianic acid,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037311,0,,,,,,,,,,,BGC12,433560,435602,TC (SalTPS),,,,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037311,0,,,,,,,,,,,BGC15,2656164,2661949,RiPP PP,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037311,2973,NC_037311.1.region001,27274,90246,NRPS,,,,0.7554632367145233,"aspulvinone H, aspulvinone B1",Aspergillus terreus NIH2624,BGC9,57274,60246,NRPS-like,FBGC00804,7.8,allantofuranone,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037311,23374,NC_037311.1.region002,182541,213521,terpene,7,BGC0001571.3,demethoxyviridin,0.44667012487314856,aspterric acid,Aspergillus terreus NIH2624,BGC10,190148,217665,TC (UbiA),FBGC00211,6.0,sorbicillinol,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037311,4239,NC_037311.1.region003,308653,341006,terpene,100,BGC0001248.3,clavaric acid,0.7921097673428111,clavaric acid,Hypholoma sublateritium,BGC11,321768,326006,TC (SHC/OSC),FPROT00020,5.1,arthripenoids,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037311,39266,NC_037311.1.region004,619703,689585,PKS;terpene,,,,0.6567885627069201,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC13,633358,672623,"HR-PKS, TC (Pyr4), TC (Pyr4), TC (Pyr4)",FBGC00726,11.0,moserinol,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037311,20430,NC_037311.1.region005,838724,907452,NRPS,,,,0.6758051681318848,enniatin,Fusarium equiseti,BGC14,865470,885899,NRPS,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037311,73841,NC_037311.1.region006,3084189,3182722,PKS,100,BGC0001258.3,"1,3,6,8-tetrahydroxynaphthalene",0.817761045619759,"1,3,6,8-tetrahydroxynaphthalene",Glarea lozoyensis,BGC16,3107775,3181615,"NR-PKS, NR-PKS, NR-PKS",FBGC00615,22.6,YWA1 derivative,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037312,9120,NC_037312.1.region001,46544,109910,NRPS,,,,0.39626914462500507,azomycin,Streptomyces cattleya NRRL 8057 = DSM 46488,BGC17,73866,82985,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037312,26823,NC_037312.1.region002,489131,560654,NRPS,,,,0.46096337688113925,strobilurin A,Strobilurus tenacellus,BGC18,507089,533911,"NRPS-like, NRPS-like",FBGC00693,16.7,prehelminthosporol,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037312,54867,NC_037312.1.region003,638268,706551,PKS,31,BGC0001338.4,citrinin,0.6488616632564509,alternariol,Parastagonospora nodorum SN15,BGC19,651685,709831,"NR-PKS, RiPP PP",FBGC00773,55.2,clavatol,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037312,21789,NC_037312.1.region004,1420391,1492505,NRPS;PKS,,,,0.766031272864081,fusarin C,Fusarium fujikuroi,BGC20,1450391,1472179,PKS-NRPS,FBGC00595,9.0,NG-391,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037312,6542,NC_037312.1.region005,2734946,2801487,PKS,40,BGC0002161.2,scytalone/T3HN,0.6871290134329198,"1,3,6,8-tetrahydroxynaphthalene",Nodulisporium sp. ATCC74245,BGC21,2764946,2771487,NR-PKS,FBGC00729,9.8,"1,8-dihydroxynaphthalene",no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037313,0,,,,,,,,,,,BGC22,57234,60731,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037313,0,,,,,,,,,,,BGC26,1630041,1632428,TC (UbiA),FBGC00769,12.3,oxybergamotene D,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037313,15170,NC_037313.1.region001,207776,276336,PKS,,,,0.7398184341918933,cichorine,Aspergillus nidulans FGSC A4,BGC23,231167,246336,PKS-like,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037313,18317,NC_037313.1.region002,499838,563833,NRPS,,,,0.629754160315914,peramine,Epichloe festucae,BGC24,517179,535495,NRPS,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037313,8245,NC_037313.1.region003,1281436,1312927,terpene,,,,0.3081121506242632,"fusatrixin, fusapentaxin, fusaoctaxin A",Fusarium graminearum PH-1,BGC25,1296436,1304680,TC (Class1),,,,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037314,0,,,,,,,,,,,BGC27,742259,757291,"RiPP PP, RiPP PP, RiPP PP, RiPP PP",FBGC00081,3.3,pestheic acid,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037314,0,,,,,,,,,,,BGC28,1276866,1288474,PT (UbiA),,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037314,15311,NC_037314.1.region001,1968536,2000901,terpene,,,,0.5160059787198631,asperterpenoid A,Talaromyces wortmannii,BGC29,1977650,1992960,"TC (Pyr4), PT (PaxC)",FBGC00484,15.2,"14-(N,N-dimethylvalyloxy)paspalinine",no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037314,16334,NC_037314.1.region002,2099955,2166515,PKS,,,,0.6651214621949202,YWA1,Aspergillus oryzae RIB40,BGC30,2120182,2136515,NR-PKS,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037314,8182,NC_037314.1.region003,2896185,2959378,PKS,,,,0.7072786719991336,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC31,2926185,2934366,HR-PKS,,,,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037315,0,,,,,,,,,,,BGC33,1819399,1830100,"TC (SHC/OSC), TC (SHC/OSC), TC (SHC/OSC), TC (SHC/OSC), TC (SHC/OSC)",,,,no,no
Botrytis_cinerea_B05.10,fungi,antismash_only,NC_037315,0,NC_037315.1.region001,826402,858004,terpene,40,BGC0001839.3,squalestatin S1,0.6540651792943267,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Botrytis_cinerea_B05.10,fungi,antismash_only,NC_037315,0,NC_037315.1.region002,860907,921836,other,,,,0.5440303554721682,ascofuranone,Acremonium egyptiacum,,,,,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037315,10426,NC_037315.1.region003,1476877,1540625,NRPS,,,,0.5480081658688558,ascofuranone,Acremonium egyptiacum,BGC32,1506877,1517302,NRPS,FBGC00117,5.8,himeic acid A,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037316,0,,,,,,,,,,,BGC35,402908,410367,RiPP PP,FBGC00413,9.4,ophiobolin K,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037316,0,,,,,,,,,,,BGC36,1019577,1022829,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037316,21422,NC_037316.1.region001,332442,395689,NRPS,100,BGC0002274.2,aspulvinone H/aspulvinone B1,0.7692934263035709,"aspulvinone H, aspulvinone B1",Aspergillus terreus NIH2624,BGC34,346910,368331,NRPS-like,FBGC00406,49.4,aspulvinone E,no,yes
Botrytis_cinerea_B05.10,fungi,shared,NC_037316,15418,NC_037316.1.region002,989577,1098430,NRPS;PKS,,,,0.6653103032073525,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC37,1053013,1068430,HR-PKS,FBGC00384,9.8,beauvericin,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037316,3966,NC_037316.1.region003,2131398,2180363,NRPS,100,BGC0002174.2,ε-Poly-L-lysine,0.6725275807770494,ε-Poly-L-lysine,Epichloe festucae,BGC38,2153898,2157863,NRPS-like,FBGC00614,56.4,epsilon-poly-L-lysine,no,yes
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037317,0,,,,,,,,,,,BGC42,1474770,1506490,TC (ABA3),FBGC00435,100.0,abscisic acid,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037317,28835,NC_037317.1.region001,106241,172679,PKS,,,,0.7505932214199889,cichorine,Aspergillus nidulans FGSC A4,BGC39,136241,165075,NR-PKS,FPROT00014,27.0,C4-alkylated dihydroisocoumarins,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037317,2649,NC_037317.1.region002,912894,943883,terpene,,,,0.744082336919617,"culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol",Fusarium graminearum PH-1,BGC40,926235,928883,TC (Tri5),,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037317,16901,NC_037317.1.region003,1361109,1393009,terpene,,,,0.4926285086151174,copalyl diphosphate,Diaporthe amygdali,BGC41,1376109,1396028,"TC (PbcA), TC (PbcA)",FBGC00430,6.4,"ent-pimara-8(14),15-diene",no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037318,0,,,,,,,,,,,BGC43,251835,253107,ICS,FPROT00044,10.2,chlamonitriles E/F,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037318,6267,NC_037318.1.region001,722485,786043,NRPS,,,,0.3531938732839676,fusarielin H,Fusarium graminearum,BGC44,752485,758751,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037318,8081,NC_037318.1.region002,1889138,1920742,terpene,,,,0.3025661495715153,"F9775A, F9775B, orsellinic acid",Aspergillus nidulans FGSC A4,BGC45,1897662,1905742,TC (AstC),,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037319,23709,NC_037319.1.region001,1,51353,NRPS;PKS,,,,0.6484633492541629,fusarin C,Fusarium fujikuroi,BGC46,704,24412,PKS-NRPS,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037320,6727,NC_037320.1.region001,454364,517779,NRPS,,,,0.4172897936226654,aspulvinone E,Aspergillus terreus NIH2624,BGC47,481053,487779,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037320,27009,NC_037320.1.region002,880939,962164,NRPS;PKS,,,,0.7678816764462341,FR901512,fungal sp. No.14919,BGC48,906995,934003,"HR-PKS, NRPS",FBGC00385,5.9,aculene A,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037320,3841,NC_037320.1.region003,2289441,2320459,terpene,,,,0.5621133982771779,"zealexin B3, zealexin C2",Zea mays,BGC49,2304441,2308281,TC (Tri5),FBGC00185,23.5,talarodiendione,no,no
Botrytis_cinerea_B05.10,fungi,funbgcex_only,NC_037321,0,,,,,,,,,,,BGC52,1714157,1718408,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037321,25938,NC_037321.1.region001,210432,296369,NRPS,,,,0.6755658907735846,epichloenin A,Epichloe festucae,BGC50,240432,266369,NRPS,FBGC00372,47.3,triacetylfusarinine C/hydroxyferricrocin,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037321,20855,NC_037321.1.region002,1654587,1748408,NRPS,,,,0.6640738400426415,bovienimide A,Xenorhabdus bovienii SS-2004,BGC51,1672497,1693351,NRPS,FBGC00653,8.3,neoaspergillic acid,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037321,13721,NC_037321.1.region003,2208574,2240294,terpene,71,BGC0000631.5,"Botrydial/8,9-epibotrydial/1-epibotrydial/Dihydrobotrydial/10-Oxo-dihydrobotrydial/10-dehydroxy dihydrobotrydialone/10-epi-dihydrobotrydial/Botryendial/Botryenalol/Botrydienal/Norbotrydialone acetate/10-Oxodihydrobotry-1(9),4(5)-diendial/10-Oxodehydrodihydrobotrydial/Dehydrobotrydienol/11-Hydroxydehydrobotrydienol/12-hydroxydehydrobotrydienol/Secobotrytriendiol/Secobotrytriene-10,12,15-triol/Secobotrydiene-3,10,15-triol/Secobotrydiene-3,4,10,15-tetraol/4β-Acetoxytetrahydrobotryslactone",0.9714127805419094,"Botrydial, 8,9-epibotrydial, 1-epibotrydial, Dihydrobotrydial, 10-Oxo-dihydrobotrydial, 10-dehydroxy dihydrobotrydialone, 10-epi-dihydrobotrydial, Botryendial, Botryenalol, Botrydienal, Norbotrydialone acetate, 10-Oxodihydrobotry-1(9),4(5)-diendial, 10-Oxodehydrodihydrobotrydial, Dehydrobotrydienol, 11-Hydroxydehydrobotrydienol, 12-hydroxydehydrobotrydienol, Secobotrytriendiol, Secobotrytriene-10,12,15-triol, Secobotrydiene-3,10,15-triol, Secobotrydiene-3,4,10,15-tetraol, 4β-Acetoxytetrahydrobotryslactone",Botrytis cinerea B05.10,BGC53,2217594,2231314,TC (Class1),FBGC00050,99.9,botrydial,no,yes
Botrytis_cinerea_B05.10,fungi,shared,NC_037322,20374,NC_037322.1.region001,525168,592834,PKS,,,,0.6852518539585065,"CIML B, CIML A, CIML D, CIML C",Colletotrichum incanum,BGC54,545033,565406,HR-PKS,FBGC00571,60.6,decarestricitine C1,no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037322,9563,NC_037322.1.region002,718013,779733,PKS,,,,0.4556734913135531,dhurrin,Sorghum bicolor,BGC55,748013,757575,T3PKS,FBGC00502,100.0,"alkyl pyrones, resorcylic acids, and resorcinols",no,no
Botrytis_cinerea_B05.10,fungi,shared,NC_037322,4470,NC_037322.1.region003,2186262,2217657,terpene,,,,0.5383215303129266,conidiogenone,Penicillium rubens Wisconsin 54-1255,BGC56,2201262,2205731,TC (Class1),,,,no,no
