atlas_rank	manual_review_bucket	selection_track	bigscape_cc	shared_cc_primary_family_source	shared_cc_primary_families	shared_cc_all_family_aliases	shared_cc_record_count	shared_cc_dataset_genome_count	focus_ecology_label	shared_cc_focus_genome_count	shared_cc_nonfocus_genome_count	shared_cc_ecology_pattern	shared_cc_categories	shared_cc_classes	shared_cc_target_region_count	priority_shortlist_bucket	rank	priority_score	priority_tier	genome	ecology_group	antismash_region	funbgcex_cluster	antismash_class	gcf_id	gcf_ecology_pattern	gcf_genome_count	gcf_focus_genome_count	gcf_nonfocus_genome_count	consensus_support	annotation_support_tier	nearest_mibig_or_annotation_if_available	antismash_knowncluster_product	funbgcex_putative_product	recommended_followup	ranking_rationale	safe_claim_text
24	atlas_context	dataset_family_atlas	663	mix	FAM_00003	FAM_00003;FAM_00177	2	2		0	2	present	NRPS;mix	NRPS	1		47	8	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001308.1.region007	BGC60	NRPS	FAM_00003;FAM_00177	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.6909644341562837: epichloenin A; FBGC00373 68.5: triacetylfusarinine C/hydroxyferricrocin	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	triacetylfusarinine C/hydroxyferricrocin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001308.1.region007 represents BiG-SCAPE CC 663 (FAM_00003) with 2 clustered records across 2 dataset genomes. Annotation hints include BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.6909644341562837: epichloenin A; FBGC00373 68.5: triacetylfusarinine C/hydroxyferricrocin, but product identity is not assigned.
25	atlas_context	dataset_family_atlas	12977	NRPS.PKS	FAM_00211	FAM_00211	1	1		0	1	present	NRPS.PKS	NRPS-like.T1PKS	1		4	11	tier_1	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001301.1.region001	BGC1	NRPS;PKS	FAM_00005;FAM_00211	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0000037.4 | cichorine; clustercompare 1.0: cichorine; FBGC00212 100.0: cichorine	cichorine	cichorine	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_nidulans_FGSC_A4 BN001301.1.region001 represents BiG-SCAPE CC 12977 (FAM_00211) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0000037.4 | cichorine; clustercompare 1.0: cichorine; FBGC00212 100.0: cichorine, but product identity is not assigned.
26	atlas_context	dataset_family_atlas	6251	mix	FAM_00078	FAM_00078;FAM_00159	1	1		0	1	present	PKS;mix	T1PKS	1		13	11	tier_1	Darksidea_phi_DS919	UNLABELED	JASJFT010000078.1.region001	BGC46	PKS	FAM_00078;FAM_00159	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001244.3 | (-)-Mellein; clustercompare 0.7963382130570764: 6-methylsalicyclic acid; FBGC00322 53.2: (R)-mellein	(-)-Mellein	(R)-mellein	prioritize targeted synteny/clinker and manual class-level metabolite review	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=keyword	Darksidea_phi_DS919 JASJFT010000078.1.region001 represents BiG-SCAPE CC 6251 (FAM_00078) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001244.3 | (-)-Mellein; clustercompare 0.7963382130570764: 6-methylsalicyclic acid; FBGC00322 53.2: (R)-mellein, but product identity is not assigned.
27	atlas_context	dataset_family_atlas	9609	mix	FAM_00100	FAM_00100;FAM_00212	1	1		0	1	present	mix;other.terpene	isocyanide.terpene	1		21	10	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001307.1.region013	BGC54	terpene	FAM_00100;FAM_00212	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002162.3 | sesterfisherol/sesterfisheric acid/compound 6/compound 7a/compound 5/compound 8; clustercompare 0.7165578779647991: sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8; FBGC00426 62.4: sesterfisheric acid	sesterfisherol/sesterfisheric acid/compound 6/compound 7a/compound 5/compound 8	sesterfisheric acid	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=limited; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=keyword	Aspergillus_nidulans_FGSC_A4 BN001307.1.region013 represents BiG-SCAPE CC 9609 (FAM_00100) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002162.3 | sesterfisherol/sesterfisheric acid/compound 6/compound 7a/compound 5/compound 8; clustercompare 0.7165578779647991: sesterfisherol, sesterfisheric acid, compound 6, compound 7a, compound 5, compound 8; FBGC00426 62.4: sesterfisheric acid, but product identity is not assigned.
28	atlas_context	dataset_family_atlas	5996	mix	FAM_00077	FAM_00077;FAM_00208	1	1		0	1	present	NRPS.PKS;mix	NRPS.T1PKS	1		22	10	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000101.1.region001	BGC51	NRPS;PKS	FAM_00077;FAM_00208	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0001857.4 | burnettramic acid A; clustercompare 0.7695024608692715: FR901512; FBGC00141 22.0: burnettramic acid A	burnettramic acid A	burnettramic acid A	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10; product_support=exact	Darksidea_phi_DS919 JASJFT010000101.1.region001 represents BiG-SCAPE CC 5996 (FAM_00077) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001857.4 | burnettramic acid A; clustercompare 0.7695024608692715: FR901512; FBGC00141 22.0: burnettramic acid A, but product identity is not assigned.
29	atlas_context	dataset_family_atlas	4642	mix	FAM_00063	FAM_00063;FAM_00152	1	1		0	1	present	PKS;mix	T1PKS	1		23	10	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000070.1.region002	BGC41	PKS	FAM_00063;FAM_00152	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001246.3 | trans-resorcylide; clustercompare 0.7605047643858968: YWA1; FBGC00080 43.5: 10,11-dehydrocurvularin	trans-resorcylide	10,11-dehydrocurvularin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000070.1.region002 represents BiG-SCAPE CC 4642 (FAM_00063) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001246.3 | trans-resorcylide; clustercompare 0.7605047643858968: YWA1; FBGC00080 43.5: 10,11-dehydrocurvularin, but product identity is not assigned.
30	atlas_context	dataset_family_atlas	12187	NRPS.PKS.terpene	FAM_00269	FAM_00269	1	1		0	1	present	NRPS.PKS.terpene	NRPS-like.T1PKS.terpene	1		24	10	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001306.1.region004	BGC34	NRPS;PKS;terpene	FAM_00006;FAM_00269	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001839.3 | squalestatin S1; clustercompare 0.9772648059188251: microperfuranone; FBGC00210 99.5: 2,4-dihydroxy-3-methyl-6-(2-oxoundecyl)benzaldehyde	squalestatin S1	2,4-dihydroxy-3-methyl-6-(2-oxoundecyl)benzaldehyde	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001306.1.region004 represents BiG-SCAPE CC 12187 (FAM_00269) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001839.3 | squalestatin S1; clustercompare 0.9772648059188251: microperfuranone; FBGC00210 99.5: 2,4-dihydroxy-3-methyl-6-(2-oxoundecyl)benzaldehyde, but product identity is not assigned.
31	atlas_context	dataset_family_atlas	6908	mix	FAM_00081	FAM_00081;FAM_00191	1	1		0	1	present	NRPS;mix	NRPS	1		25	10	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000007.1.region001	BGC10	NRPS	FAM_00081;FAM_00191	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7984352966284627: dimethylcoprogen; FBGC00373 28.8: triacetylfusarinine C/hydroxyferricrocin	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	triacetylfusarinine C/hydroxyferricrocin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000007.1.region001 represents BiG-SCAPE CC 6908 (FAM_00081) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7984352966284627: dimethylcoprogen; FBGC00373 28.8: triacetylfusarinine C/hydroxyferricrocin, but product identity is not assigned.
32	atlas_context	dataset_family_atlas	10728	mix	FAM_00113	FAM_00113;FAM_00241	1	1		0	1	present	mix;terpene	terpene	1		26	10	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000174.1.region001	BGC74	terpene	FAM_00113;FAM_00241	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0000667.3 | PR-toxin; clustercompare 0.7451239567307377: α-acorenol; FBGC00684 31.9: sporogen AO-1	PR-toxin	sporogen AO-1	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000174.1.region001 represents BiG-SCAPE CC 10728 (FAM_00113) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0000667.3 | PR-toxin; clustercompare 0.7451239567307377: α-acorenol; FBGC00684 31.9: sporogen AO-1, but product identity is not assigned.
33	atlas_context	dataset_family_atlas	8981	mix	FAM_00096	FAM_00096;FAM_00238	1	1		0	1	present	mix;terpene	terpene	1		28	10	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001302.1.region005	BGC10	terpene	FAM_00096;FAM_00238	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0002603.2 | chevalone E; clustercompare 0.612672171009964: chevalone E; FBGC00019 64.0: chevalone E	chevalone E	chevalone E	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; FunBGCeX_similarity>=10; product_support=exact	Aspergillus_nidulans_FGSC_A4 BN001302.1.region005 represents BiG-SCAPE CC 8981 (FAM_00096) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002603.2 | chevalone E; clustercompare 0.612672171009964: chevalone E; FBGC00019 64.0: chevalone E, but product identity is not assigned.
34	atlas_context	dataset_family_atlas	9918	mix	FAM_00104	FAM_00104;FAM_00166	1	1		0	1	present	PKS;mix	T1PKS	1		31	9	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001307.1.region007	BGC47	PKS	FAM_00104;FAM_00166	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0002206.2 | harziphilone/t22azaphilone/isoharziphilone-1/isoharziphilone-2/compound 4/compound 1; clustercompare 0.7511148284004844: prolipyrone B, gibepyrone D; FBGC00223 100.0: 2,4-dihydroxy-6-[(3E,5E,7E)-2-oxonona-3,5,7-trienyl]benzaldehyde	harziphilone/t22azaphilone/isoharziphilone-1/isoharziphilone-2/compound 4/compound 1	2,4-dihydroxy-6-[(3E,5E,7E)-2-oxonona-3,5,7-trienyl]benzaldehyde	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001307.1.region007 represents BiG-SCAPE CC 9918 (FAM_00104) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002206.2 | harziphilone/t22azaphilone/isoharziphilone-1/isoharziphilone-2/compound 4/compound 1; clustercompare 0.7511148284004844: prolipyrone B, gibepyrone D; FBGC00223 100.0: 2,4-dihydroxy-6-[(3E,5E,7E)-2-oxonona-3,5,7-trienyl]benzaldehyde, but product identity is not assigned.
35	atlas_context	dataset_family_atlas	8526	mix	FAM_00094	FAM_00094;FAM_00162	1	1		0	1	present	PKS;mix	T1PKS	1		32	9	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000001.1.region001	BGC1	PKS	FAM_00094;FAM_00162	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0002161.2 | scytalone/T3HN; clustercompare 0.7935241086445501: 1,3,6,8-tetrahydroxynaphthalene; FBGC00729 68.3: 1,8-dihydroxynaphthalene	scytalone/T3HN	1,8-dihydroxynaphthalene	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000001.1.region001 represents BiG-SCAPE CC 8526 (FAM_00094) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002161.2 | scytalone/T3HN; clustercompare 0.7935241086445501: 1,3,6,8-tetrahydroxynaphthalene; FBGC00729 68.3: 1,8-dihydroxynaphthalene, but product identity is not assigned.
36	atlas_context	dataset_family_atlas	17	mix	FAM_00024	FAM_00024;FAM_00182	1	1		0	1	present	NRPS;mix	NRPS	1		33	9	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000044.1.region001	BGC32	NRPS	FAM_00024;FAM_00182	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0001123.5 | aspirochlorine; clustercompare 0.6273919979001147: bovienimide A; FBGC00397 17.5: aspirochlorine	aspirochlorine	aspirochlorine	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; FunBGCeX_similarity>=10; product_support=exact	Darksidea_phi_DS919 JASJFT010000044.1.region001 represents BiG-SCAPE CC 17 (FAM_00024) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001123.5 | aspirochlorine; clustercompare 0.6273919979001147: bovienimide A; FBGC00397 17.5: aspirochlorine, but product identity is not assigned.
37	atlas_context	dataset_family_atlas	10182	mix	FAM_00106	FAM_00106;FAM_00240	1	1		0	1	present	mix;terpene	terpene	1		34	9	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001306.1.region005	BGC35	terpene	FAM_00106;FAM_00240	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0000667.3 | PR-toxin; clustercompare 0.6242963457139883: prolipyrone B, gibepyrone D; FBGC00209 34.8: oxosorbicillinol	PR-toxin	oxosorbicillinol	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001306.1.region005 represents BiG-SCAPE CC 10182 (FAM_00106) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0000667.3 | PR-toxin; clustercompare 0.6242963457139883: prolipyrone B, gibepyrone D; FBGC00209 34.8: oxosorbicillinol, but product identity is not assigned.
38	atlas_context	dataset_family_atlas	8597	mix	FAM_00095	FAM_00095;FAM_00194	1	1		0	1	present	NRPS;mix	NRPS	1		35	9	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001308.1.region011	BGC63	NRPS	FAM_00095;FAM_00194	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0000357.5 | cyclo-(D-Phe-L-Phe-D-Val-L-Val)/cyclo-(D-Tyr-L-Phe-D-Val-L-Val)/cyclo-(D-Tyr-L-Trp-D-Val-L-Val)/cyclo-(D-Phe-L-Trp-D-Val-L-Val)/cyclo-(D-Phe-L-Phe-D-Val-L-Ile)/cyclo-(D-Phe-L-Phe-D-Ile-L-Val)/cyclo-(D-Tyr-L-Trp-D-Val-L-Ile)/cyclo-(D-Tyr-L-Trp-D-Ile-L-Val)/cyclo-(D-Tyr-L-Phe-D-Val-L-Ile)/cyclo-(D-Tyr-L-Phe-D-Ile-L-Val); clustercompare 0.6628235323536298: HC-toxin; FBGC00347 24.4: fusahexin	cyclo-(D-Phe-L-Phe-D-Val-L-Val)/cyclo-(D-Tyr-L-Phe-D-Val-L-Val)/cyclo-(D-Tyr-L-Trp-D-Val-L-Val)/cyclo-(D-Phe-L-Trp-D-Val-L-Val)/cyclo-(D-Phe-L-Phe-D-Val-L-Ile)/cyclo-(D-Phe-L-Phe-D-Ile-L-Val)/cyclo-(D-Tyr-L-Trp-D-Val-L-Ile)/cyclo-(D-Tyr-L-Trp-D-Ile-L-Val)/cyclo-(D-Tyr-L-Phe-D-Val-L-Ile)/cyclo-(D-Tyr-L-Phe-D-Ile-L-Val)	fusahexin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001308.1.region011 represents BiG-SCAPE CC 8597 (FAM_00095) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0000357.5 | cyclo-(D-Phe-L-Phe-D-Val-L-Val)/cyclo-(D-Tyr-L-Phe-D-Val-L-Val)/cyclo-(D-Tyr-L-Trp-D-Val-L-Val)/cyclo-(D-Phe-L-Trp-D-Val-L-Val)/cyclo-(D-Phe-L-Phe-D-Val-L-Ile)/cyclo-(D-Phe-L-Phe-D-Ile-L-Val)/cyclo-(D-Tyr-L-Trp-D-Val-L-Ile)/cyclo-(D-Tyr-L-Trp-D-Ile-L-Val)/cyclo-(D-Tyr-L-Phe-D-Val-L-Ile)/cyclo-(D-Tyr-L-Phe-D-Ile-L-Val); clustercompare 0.6628235323536298: HC-toxin; FBGC00347 24.4: fusahexin, but product identity is not assigned.
39	atlas_context	dataset_family_atlas	720	mix	FAM_00028	FAM_00028;FAM_00183	1	1		0	1	present	NRPS;mix	NRPS	1		36	9	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001301.1.region002	BGC3	NRPS	FAM_00028;FAM_00183	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7607179138281028: dimethylcoprogen; FBGC00374 75.2: triacetylfusarinine C/hydroxyferricrocin	metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid	triacetylfusarinine C/hydroxyferricrocin	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001301.1.region002 represents BiG-SCAPE CC 720 (FAM_00028) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002710.2 | metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid; clustercompare 0.7607179138281028: dimethylcoprogen; FBGC00374 75.2: triacetylfusarinine C/hydroxyferricrocin, but product identity is not assigned.
40	atlas_context	dataset_family_atlas	8258	mix	FAM_00093	FAM_00093;FAM_00209	1	1		0	1	present	NRPS.PKS;mix	NRPS.T1PKS	1		37	9	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000109.1.region001	BGC55	NRPS;PKS	FAM_00093;FAM_00209	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0001741.3 | phyllostictine A/phyllostictine B; clustercompare 0.7690992983906506: FR901512; FBGC00264 20.8: trihazone F	phyllostictine A/phyllostictine B	trihazone F	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000109.1.region001 represents BiG-SCAPE CC 8258 (FAM_00093) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001741.3 | phyllostictine A/phyllostictine B; clustercompare 0.7690992983906506: FR901512; FBGC00264 20.8: trihazone F, but product identity is not assigned.
41	atlas_context	dataset_family_atlas	10802	mix	FAM_00115	FAM_00115;FAM_00169	1	1		0	1	present	PKS;mix	T1PKS	1		38	9	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000011.1.region001	BGC13	PKS	FAM_00115;FAM_00169	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0000146.3 | solanapyrone D; clustercompare 0.5938247045801236: prolipyrone B, gibepyrone D; FBGC00094 15.4: solanapyrone A	solanapyrone D	solanapyrone A	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; FunBGCeX_similarity>=10; product_support=keyword	Darksidea_phi_DS919 JASJFT010000011.1.region001 represents BiG-SCAPE CC 10802 (FAM_00115) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0000146.3 | solanapyrone D; clustercompare 0.5938247045801236: prolipyrone B, gibepyrone D; FBGC00094 15.4: solanapyrone A, but product identity is not assigned.
42	atlas_context	dataset_family_atlas	10695	mix	FAM_00112	FAM_00112;FAM_00168	1	1		0	1	present	PKS;mix	T1PKS	1		39	9	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000004.1.region002	BGC5	PKS	FAM_00112;FAM_00168	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0002215.3 | HEx-pks23 polyketide; clustercompare 0.7980893404690362: YWA1; FBGC00615 26.3: YWA1 derivative	HEx-pks23 polyketide	YWA1 derivative	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; clustercompare>=0.7; FunBGCeX_similarity>=10	Darksidea_phi_DS919 JASJFT010000004.1.region002 represents BiG-SCAPE CC 10695 (FAM_00112) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0002215.3 | HEx-pks23 polyketide; clustercompare 0.7980893404690362: YWA1; FBGC00615 26.3: YWA1 derivative, but product identity is not assigned.
43	atlas_context	dataset_family_atlas	446	mix	FAM_00025	FAM_00025;FAM_00214	1	1		0	1	present	mix;terpene	terpene	1		40	9	tier_2	Darksidea_phi_DS919	UNLABELED	JASJFT010000069.1.region001	BGC39	terpene	FAM_00025;FAM_00214	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_high	BGC0001248.3 | clavaric acid; clustercompare 0.7929943712750105: clavaric acid; FPROT00020 5.0: arthripenoids	clavaric acid	arthripenoids	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=50; clustercompare>=0.7	Darksidea_phi_DS919 JASJFT010000069.1.region001 represents BiG-SCAPE CC 446 (FAM_00025) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001248.3 | clavaric acid; clustercompare 0.7929943712750105: clavaric acid; FPROT00020 5.0: arthripenoids, but product identity is not assigned.
44	atlas_context	dataset_family_atlas	7134	mix	FAM_00084	FAM_00084;FAM_00264	1	1		0	1	present	NRPS.terpene;mix	NRPS.terpene	1		41	8	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001308.1.region001	BGC55	NRPS;terpene	FAM_00084;FAM_00264	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0001729.3 | paraherquonin; clustercompare 0.6456142233109285: HC-toxin; FBGC00003 99.0: austinol	paraherquonin	austinol	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001308.1.region001 represents BiG-SCAPE CC 7134 (FAM_00084) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001729.3 | paraherquonin; clustercompare 0.6456142233109285: HC-toxin; FBGC00003 99.0: austinol, but product identity is not assigned.
45	atlas_context	dataset_family_atlas	5616	mix	FAM_00075	FAM_00075;FAM_00158	1	1		0	1	present	PKS;mix	T1PKS	1		42	8	tier_2	Aspergillus_nidulans_FGSC_A4	UNLABELED	BN001305.1.region001	BGC22	PKS	FAM_00075;FAM_00158	present	1	0	1	antiSMASH+FunBGCeX	knowncluster_moderate	BGC0001729.3 | paraherquonin; clustercompare 0.6559483200967456: prolipyrone B, gibepyrone D; FBGC00002 100.0: austinol	paraherquonin	austinol	review GCF context and schedule targeted synteny/clinker	consensus=antiSMASH+FunBGCeX; gcf_pattern=present; ecology_group=UNLABELED; focus_ecology_label=none; class_logic=supported; knowncluster>=20; FunBGCeX_similarity>=10	Aspergillus_nidulans_FGSC_A4 BN001305.1.region001 represents BiG-SCAPE CC 5616 (FAM_00075) with 1 clustered records across 1 dataset genomes. Annotation hints include BGC0001729.3 | paraherquonin; clustercompare 0.6559483200967456: prolipyrone B, gibepyrone D; FBGC00002 100.0: austinol, but product identity is not assigned.
