genome,scaffold,overlap_bp,antismash_bgc_id,antismash_start,antismash_end,antismash_bgc_class,antismash_knowncluster_similarity_score,antismash_knowncluster_accession,antismash_knowncluster_product,antismash_clustercompare_similarity_score,antismash_clustercompare_compounds,antismash_clustercompare_organism,funbgcex_bgc_id,funbgcex_start,funbgcex_end,funbgcex_core_enzymes,funbgcex_similar_bgc,funbgcex_similarity_score,funbgcex_putative_product,same_putative_product_exact,same_putative_product_keyword
Botrytis_cinerea_B05.10,NC_037314,8182,NC_037314.1.region003,2896185,2959378,PKS,,,,0.7072786719991336,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC31,2926185,2934366,HR-PKS,,,,no,no
Botrytis_cinerea_B05.10,NC_037315,0,,,,,,,,,,,BGC33,1819399,1830100,"TC (SHC/OSC), TC (SHC/OSC), TC (SHC/OSC), TC (SHC/OSC), TC (SHC/OSC)",,,,no,no
Botrytis_cinerea_B05.10,NC_037315,0,NC_037315.1.region001,826402,858004,terpene,40,BGC0001839.3,squalestatin S1,0.6540651792943267,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Botrytis_cinerea_B05.10,NC_037315,0,NC_037315.1.region002,860907,921836,other,,,,0.5440303554721682,ascofuranone,Acremonium egyptiacum,,,,,,,,no,no
Botrytis_cinerea_B05.10,NC_037315,10426,NC_037315.1.region003,1476877,1540625,NRPS,,,,0.5480081658688558,ascofuranone,Acremonium egyptiacum,BGC32,1506877,1517302,NRPS,FBGC00117,5.8,himeic acid A,no,no
Botrytis_cinerea_B05.10,NC_037316,0,,,,,,,,,,,BGC35,402908,410367,RiPP PP,FBGC00413,9.4,ophiobolin K,no,no
Botrytis_cinerea_B05.10,NC_037316,0,,,,,,,,,,,BGC36,1019577,1022829,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,NC_037316,21422,NC_037316.1.region001,332442,395689,NRPS,100,BGC0002274.2,aspulvinone H/aspulvinone B1,0.7692934263035709,"aspulvinone H, aspulvinone B1",Aspergillus terreus NIH2624,BGC34,346910,368331,NRPS-like,FBGC00406,49.4,aspulvinone E,no,yes
Botrytis_cinerea_B05.10,NC_037316,15418,NC_037316.1.region002,989577,1098430,NRPS;PKS,,,,0.6653103032073525,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC37,1053013,1068430,HR-PKS,FBGC00384,9.8,beauvericin,no,no
Botrytis_cinerea_B05.10,NC_037316,3966,NC_037316.1.region003,2131398,2180363,NRPS,100,BGC0002174.2,ε-Poly-L-lysine,0.6725275807770494,ε-Poly-L-lysine,Epichloe festucae,BGC38,2153898,2157863,NRPS-like,FBGC00614,56.4,epsilon-poly-L-lysine,no,yes
Botrytis_cinerea_B05.10,NC_037317,0,,,,,,,,,,,BGC42,1474770,1506490,TC (ABA3),FBGC00435,100.0,abscisic acid,no,no
Botrytis_cinerea_B05.10,NC_037317,28835,NC_037317.1.region001,106241,172679,PKS,,,,0.7505932214199889,cichorine,Aspergillus nidulans FGSC A4,BGC39,136241,165075,NR-PKS,FPROT00014,27.0,C4-alkylated dihydroisocoumarins,no,no
Botrytis_cinerea_B05.10,NC_037317,2649,NC_037317.1.region002,912894,943883,terpene,,,,0.744082336919617,"culmorin, (+)-juniperol(longiborneol), 15-acetyldeoxynivalenol",Fusarium graminearum PH-1,BGC40,926235,928883,TC (Tri5),,,,no,no
Botrytis_cinerea_B05.10,NC_037317,16901,NC_037317.1.region003,1361109,1393009,terpene,,,,0.4926285086151174,copalyl diphosphate,Diaporthe amygdali,BGC41,1376109,1396028,"TC (PbcA), TC (PbcA)",FBGC00430,6.4,"ent-pimara-8(14),15-diene",no,no
Botrytis_cinerea_B05.10,NC_037318,0,,,,,,,,,,,BGC43,251835,253107,ICS,FPROT00044,10.2,chlamonitriles E/F,no,no
Botrytis_cinerea_B05.10,NC_037318,6267,NC_037318.1.region001,722485,786043,NRPS,,,,0.3531938732839676,fusarielin H,Fusarium graminearum,BGC44,752485,758751,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,NC_037318,8081,NC_037318.1.region002,1889138,1920742,terpene,,,,0.3025661495715153,"F9775A, F9775B, orsellinic acid",Aspergillus nidulans FGSC A4,BGC45,1897662,1905742,TC (AstC),,,,no,no
Botrytis_cinerea_B05.10,NC_037319,23709,NC_037319.1.region001,1,51353,NRPS;PKS,,,,0.6484633492541629,fusarin C,Fusarium fujikuroi,BGC46,704,24412,PKS-NRPS,,,,no,no
Botrytis_cinerea_B05.10,NC_037320,6727,NC_037320.1.region001,454364,517779,NRPS,,,,0.4172897936226654,aspulvinone E,Aspergillus terreus NIH2624,BGC47,481053,487779,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,NC_037320,27009,NC_037320.1.region002,880939,962164,NRPS;PKS,,,,0.7678816764462341,FR901512,fungal sp. No.14919,BGC48,906995,934003,"HR-PKS, NRPS",FBGC00385,5.9,aculene A,no,no
Botrytis_cinerea_B05.10,NC_037320,3841,NC_037320.1.region003,2289441,2320459,terpene,,,,0.5621133982771779,"zealexin B3, zealexin C2",Zea mays,BGC49,2304441,2308281,TC (Tri5),FBGC00185,23.5,talarodiendione,no,no
Botrytis_cinerea_B05.10,NC_037321,0,,,,,,,,,,,BGC52,1714157,1718408,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,NC_037321,25938,NC_037321.1.region001,210432,296369,NRPS,,,,0.6755658907735846,epichloenin A,Epichloe festucae,BGC50,240432,266369,NRPS,FBGC00372,47.3,triacetylfusarinine C/hydroxyferricrocin,no,no
Botrytis_cinerea_B05.10,NC_037321,20855,NC_037321.1.region002,1654587,1748408,NRPS,,,,0.6640738400426415,bovienimide A,Xenorhabdus bovienii SS-2004,BGC51,1672497,1693351,NRPS,FBGC00653,8.3,neoaspergillic acid,no,no
Botrytis_cinerea_B05.10,NC_037321,13721,NC_037321.1.region003,2208574,2240294,terpene,71,BGC0000631.5,"Botrydial/8,9-epibotrydial/1-epibotrydial/Dihydrobotrydial/10-Oxo-dihydrobotrydial/10-dehydroxy dihydrobotrydialone/10-epi-dihydrobotrydial/Botryendial/Botryenalol/Botrydienal/Norbotrydialone acetate/10-Oxodihydrobotry-1(9),4(5)-diendial/10-Oxodehydrodihydrobotrydial/Dehydrobotrydienol/11-Hydroxydehydrobotrydienol/12-hydroxydehydrobotrydienol/Secobotrytriendiol/Secobotrytriene-10,12,15-triol/Secobotrydiene-3,10,15-triol/Secobotrydiene-3,4,10,15-tetraol/4β-Acetoxytetrahydrobotryslactone",0.9714127805419094,"Botrydial, 8,9-epibotrydial, 1-epibotrydial, Dihydrobotrydial, 10-Oxo-dihydrobotrydial, 10-dehydroxy dihydrobotrydialone, 10-epi-dihydrobotrydial, Botryendial, Botryenalol, Botrydienal, Norbotrydialone acetate, 10-Oxodihydrobotry-1(9),4(5)-diendial, 10-Oxodehydrodihydrobotrydial, Dehydrobotrydienol, 11-Hydroxydehydrobotrydienol, 12-hydroxydehydrobotrydienol, Secobotrytriendiol, Secobotrytriene-10,12,15-triol, Secobotrydiene-3,10,15-triol, Secobotrydiene-3,4,10,15-tetraol, 4β-Acetoxytetrahydrobotryslactone",Botrytis cinerea B05.10,BGC53,2217594,2231314,TC (Class1),FBGC00050,99.9,botrydial,no,yes
Botrytis_cinerea_B05.10,NC_037322,20374,NC_037322.1.region001,525168,592834,PKS,,,,0.6852518539585065,"CIML B, CIML A, CIML D, CIML C",Colletotrichum incanum,BGC54,545033,565406,HR-PKS,FBGC00571,60.6,decarestricitine C1,no,no
Botrytis_cinerea_B05.10,NC_037322,9563,NC_037322.1.region002,718013,779733,PKS,,,,0.4556734913135531,dhurrin,Sorghum bicolor,BGC55,748013,757575,T3PKS,FBGC00502,100.0,"alkyl pyrones, resorcylic acids, and resorcinols",no,no
Botrytis_cinerea_B05.10,NC_037322,4470,NC_037322.1.region003,2186262,2217657,terpene,,,,0.5383215303129266,conidiogenone,Penicillium rubens Wisconsin 54-1255,BGC56,2201262,2205731,TC (Class1),,,,no,no
Botrytis_cinerea_B05.10,NC_037323,0,,,,,,,,,,,BGC59,1349302,1352805,PT (UbiA),,,,no,no
Botrytis_cinerea_B05.10,NC_037323,20969,NC_037323.1.region001,208598,277236,PKS,,,,0.754891871060368,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC57,228468,249436,"HR-PKS, HR-PKS",,,,no,no
Botrytis_cinerea_B05.10,NC_037323,0,NC_037323.1.region002,515712,546913,terpene,,,,0.5641447300151994,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Botrytis_cinerea_B05.10,NC_037323,61600,NC_037323.1.region003,547882,632115,NRPS;PKS,100,BGC0002186.2,fusaristatin A,0.7562882302450027,fusaristatin A,Fusarium graminearum PH-1,BGC58,548643,610242,"HR-PKS, NRPS, NRPS",FBGC00294,81.3,fusaristatin A,yes,yes
Botrytis_cinerea_B05.10,NC_037323,6208,NC_037323.1.region004,1856842,1888673,indole,,,,0.3873444205798096,acetylaszonalenin,Aspergillus fischeri NRRL 181,BGC60,1867466,1873673,"PT (DMATS), PT (DMATS)",,,,no,no
Botrytis_cinerea_B05.10,NC_037324,0,,,,,,,,,,,BGC62,680052,685055,RiPP PP,,,,no,no
Botrytis_cinerea_B05.10,NC_037324,0,,,,,,,,,,,BGC64,1387612,1400751,"RiPP PP, RiPP PP, RiPP PP, RiPP PP, RiPP PP, RiPP PP, RiPP PP, RiPP PP",FBGC00493,2.3,phomopsin A,no,no
Botrytis_cinerea_B05.10,NC_037324,9553,NC_037324.1.region001,318215,381626,NRPS,,,,0.40968768869073796,"cytolysin ClyLl, cytolysin ClyLs",Plasmid pAD1,BGC61,344530,354082,NRPS-like,,,,no,no
Botrytis_cinerea_B05.10,NC_037324,4353,NC_037324.1.region002,1072421,1103527,terpene,,,,0.24138000496353634,viridicatumtoxin,Penicillium aethiopicum,BGC63,1087421,1091773,PPPS,FBGC00069,4.0,viridicatumtoxin,no,no
Botrytis_cinerea_B05.10,NC_037325,0,,,,,,,,,,,BGC65,142347,155646,"RiPP PP, RiPP PP, RiPP PP",,,,no,no
Botrytis_cinerea_B05.10,NC_037325,0,,,,,,,,,,,BGC67,781125,784861,PT (DMATS),,,,no,no
Botrytis_cinerea_B05.10,NC_037325,0,,,,,,,,,,,BGC68,1129331,1153597,RiPP PP,,,,no,no
Botrytis_cinerea_B05.10,NC_037325,32224,NC_037325.1.region001,714420,799861,PKS;indole,100,BGC0001284.4,alternariol,0.7167480977893763,alternariol,Parastagonospora nodorum SN15,BGC66,733270,765493,"NR-PKS, RiPP PP",FBGC00331,65.2,alternariol,yes,yes
Botrytis_cinerea_B05.10,NC_037325,20125,NC_037325.1.region002,1300212,1374345,NRPS,,,,0.694276495864699,epichloenin A,Epichloe festucae,BGC69,1324221,1344345,NRPS,FBGC00375,12.3,triacetylfusarinine C,no,no
Botrytis_cinerea_B05.10,NC_037325,25301,NC_037325.1.region003,1821533,1889502,PKS,,,,0.7635158995669739,cichorine,Aspergillus nidulans FGSC A4,BGC70,1836638,1861938,"NR-PKS, NR-PKS",FBGC00754,53.9,spiromastixone L,no,no
Botrytis_cinerea_B05.10,NC_037326,14543,NC_037326.1.region001,1,49390,NRPS,,,,0.42236957782558504,LL-Z1272beta,Stachybotrys bisbyi,BGC71,4848,19390,"PT (UbiA), NRPS-like",,,,no,no
Candida_albicans_SC5314,NC_032089,0,,,,,,,,,,,BGC1,588902,593116,NRPS-like,,,,no,no
Candida_albicans_SC5314,NC_032090,8840,NC_032090.1.region001,476786,508972,terpene,,,,0.7838382917719479,clavaric acid,Hypholoma sublateritium,BGC2,491786,500625,TC (SHC/OSC),,,,no,no
Candida_albicans_SC5314,NC_032090,0,NC_032090.1.region002,943569,974624,terpene,,,,0.20810156690592405,viridicatumtoxin,Penicillium aethiopicum,,,,,,,,no,no
Candida_albicans_SC5314,NC_032090,0,NC_032090.1.region003,1736816,1768162,terpene,,,,0.5341141353251001,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Candida_albicans_SC5314,NC_032093,0,,,,,,,,,,,BGC3,456436,457821,PT (UbiA),,,,no,no
Candida_albicans_SC5314,NC_032093,15709,NC_032093.1.region001,792684,823682,terpene,,,,0.5456145902847597,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC4,807684,823392,PPPS,FBGC00484,15.2,"14-(N,N-dimethylvalyloxy)paspalinine",no,no
Candida_albicans_SC5314,NC_032096,0,,,,,,,,,,,BGC5,1009945,1015671,ICS,,,,no,no
Candida_albicans_SC5314,NC_032096,0,,,,,,,,,,,BGC6,2112885,2113910,TC (SHC/OSC),,,,no,no
Candida_albicans_SC5314,NC_032096,0,,,,,,,,,,,BGC7,2249443,2250489,PT (UbiA),,,,no,no
Candidozyma_auris_B11220,NC_072812,0,,,,,,,,,,,BGC1,2133369,2136393,ICS,,,,no,no
Candidozyma_auris_B11220,NC_072812,0,NC_072812.1.region001,27842,58897,terpene,,,,0.5427112480827118,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Candidozyma_auris_B11220,NC_072813,0,,,,,,,,,,,BGC2,752315,764131,NRPS-like,,,,no,no
Candidozyma_auris_B11220,NC_072813,0,NC_072813.1.region001,442534,473586,terpene,,,,0.25876676482863814,viridicatumtoxin,Penicillium aethiopicum,,,,,,,,no,no
Candidozyma_auris_B11220,NC_072813,0,NC_072813.1.region002,845304,876458,terpene,,,,0.21892708618518888,heptelidic acid,Aspergillus oryzae RIB40,,,,,,,,no,no
Candidozyma_auris_B11220,NC_072815,2214,NC_072815.1.region001,239787,272000,terpene,,,,0.7805144123178227,clavaric acid,Hypholoma sublateritium,BGC3,254787,257000,TC (SHC/OSC),,,,no,no
Candidozyma_auris_B11220,NC_072816,0,,,,,,,,,,,BGC4,401244,401978,PT (UbiA),,,,no,no
Candidozyma_auris_B11220,NC_072816,0,NC_072816.1.region001,643961,675298,terpene,,,,0.5318265248462083,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Candidozyma_auris_B11220,NC_072818,0,,,,,,,,,,,BGC5,34887,36065,PT (UbiA),,,,no,no
Claviceps_purpurea_20.1,CAGA01000001,17757,CAGA01000001.1.region001,565924,598549,terpene,71,BGC0001260.3,terpendole E,0.5945870461693865,sespendole,Cordana terrestris,BGC31,574806,592562,"TC (Pyr4), PT (PaxC)",FBGC00480,52.3,lolitrem B,no,no
Claviceps_purpurea_20.1,CAGA01000002,0,,,,,,,,,,,BGC30,182383,186051,NRPS-like,,,,no,no
Claviceps_purpurea_20.1,CAGA01000003,0,,,,,,,,,,,BGC29,310437,315430,PPPS,,,,no,no
Claviceps_purpurea_20.1,CAGA01000005,0,,,,,,,,,,,BGC28,162899,168333,ICS,,,,no,no
Claviceps_purpurea_20.1,CAGA01000005,0,CAGA01000005.1.region001,625292,656474,terpene,,,,0.2148378967691951,viridicatumtoxin,Penicillium aethiopicum,,,,,,,,no,no
Claviceps_purpurea_20.1,CAGA01000006,6641,CAGA01000006.1.region001,154061,217957,NRPS,100,BGC0002276.2,choline,0.8009219605624518,choline,Aspergillus nidulans FGSC A4,BGC27,181317,187957,NRPS-like,FBGC00338,62.9,choline,yes,yes
Claviceps_purpurea_20.1,CAGA01000009,24740,CAGA01000009.1.region001,600698,664228,NRPS;indole,,,,0.42814558987994344,iodinin,Xenorhabdus szentirmaii DSM 16338,BGC26,609489,634228,"PT (DMATS), NRPS-like",FPROT00007,5.8,herqueinone,no,no
Claviceps_purpurea_20.1,CAGA01000010,0,CAGA01000010.1.region001,474016,505675,terpene,,,,0.5509347744789349,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Claviceps_purpurea_20.1,CAGA01000011,30481,CAGA01000011.1.region001,31044,79937,NRPS,100,BGC0002174.2,ε-Poly-L-lysine,0.7291168387203245,ε-Poly-L-lysine,Epichloe festucae,BGC24,49457,85383,NRPS-like,FBGC00614,87.8,epsilon-poly-L-lysine,no,yes
Claviceps_purpurea_20.1,CAGA01000011,23778,CAGA01000011.1.region002,346676,412937,NRPS;indole,100,BGC0001365.3,dithioclapurine/trithioclapurine/tetrathioclapurine,0.9887630937816502,"dithioclapurine, trithioclapurine, tetrathioclapurine",Claviceps purpurea 20.1,BGC25,360610,384387,"NRPS, PT (DMATS)",FBGC00395,100.0,thioclapurines,no,no
Claviceps_purpurea_20.1,CAGA01000012,7411,CAGA01000012.1.region001,74406,106790,terpene,,,,0.7847515364660033,clavaric acid,Hypholoma sublateritium,BGC23,84380,91790,TC (SHC/OSC),FPROT00019,3.6,arthripenoids,no,no
Claviceps_purpurea_20.1,CAGA01000016,45234,CAGA01000016.1.region001,249395,322945,NRPS,,,,0.6301678175946887,HC-toxin,Alternaria jesenskae,BGC22,254562,299795,NRPS,FBGC00372,47.8,triacetylfusarinine C/hydroxyferricrocin,no,no
Claviceps_purpurea_20.1,CAGA01000018,0,,,,,,,,,,,BGC21,70650,72260,PT (UbiA),,,,no,no
Claviceps_purpurea_20.1,CAGA01000020,48651,CAGA01000020.1.region001,1,83423,NRPS,,,,0.7478948810487887,AM-toxin,Alternaria alternata,BGC18,11215,59865,"NRPS, NRPS",,,,no,no
Claviceps_purpurea_20.1,CAGA01000020,56793,CAGA01000020.1.region002,205117,319659,NRPS;indole,100,BGC0001241.4,ergotamine/ergocryptine,0.9772648059188251,ergotamine,Claviceps purpurea 20.1,BGC19,235117,291909,"NRPS, NRPS, NRPS, NRPS, PT (DMATS)",FBGC00180,97.1,ergot alkaloid,no,no
Claviceps_purpurea_20.1,CAGA01000020,17693,CAGA01000020.1.region003,341592,376957,indole,11,BGC0001241.4,ergotamine/ergocryptine,0.4017601695290905,α-cyclopiazonic acid,Aspergillus flavus,BGC20,344265,361957,"PT (DMATS), PT (DMATS)",FBGC00077,18.2,ergot alkaloid,no,no
Claviceps_purpurea_20.1,CAGA01000021,0,CAGA01000021.1.region001,134439,166023,other,,,,0.6014098520149562,"fusatin, fusatinic acid, 8-oxo-fusatin, 8-oxo-isopentenyladenine",Fusarium pseudograminearum CS3096,,,,,,,,no,no
Claviceps_purpurea_20.1,CAGA01000021,15781,CAGA01000021.1.region002,386974,453630,PKS,,,,0.6509257324069878,alternariol,Parastagonospora nodorum SN15,BGC17,415216,430996,NR-PKS,FBGC00773,23.5,clavatol,no,no
Claviceps_purpurea_20.1,CAGA01000024,0,,,,,,,,,,,BGC16,390409,396745,RiPP PP,,,,no,no
Claviceps_purpurea_20.1,CAGA01000024,3522,CAGA01000024.1.region001,189544,253065,NRPS,,,,0.3747441059706646,"Colletochlorin A, Colletorin A, Colletochlorin B, Colletochlorin D, Colletorin D, Colletorin D acid, Orsellinic acid, Colletorin B",Colletotrichum higginsianum IMI 349063,BGC15,219544,223065,NRPS-like,,,,no,no
Claviceps_purpurea_20.1,CAGA01000025,17546,CAGA01000025.1.region001,158544,191282,terpene,42,BGC0001604.3,gibberellin,0.5618165429369011,phyllocladan-16α-ol,Diaporthe amygdali,BGC14,173544,191089,TC (PbcA),FBGC00096,26.2,gibberellin,yes,yes
Claviceps_purpurea_20.1,CAGA01000028,7247,CAGA01000028.1.region001,123423,186784,NRPS,,,,0.7463256843518986,"aspulvinone H, aspulvinone B1",Aspergillus terreus NIH2624,BGC13,149538,156784,NRPS-like,,,,no,no
Claviceps_purpurea_20.1,CAGA01000029,19618,CAGA01000029.1.region001,316475,382831,NRPS,,,,0.7614305345054083,dimethylcoprogen,Alternaria alternata,BGC12,335770,355387,NRPS,FBGC00374,27.2,triacetylfusarinine C/hydroxyferricrocin,no,no
Claviceps_purpurea_20.1,CAGA01000032,35737,CAGA01000032.1.region001,146249,211985,PKS,93,BGC0001886.2,Secalonic acid B/Secalonic acid A/Secalonic acid C/Endocrocin/Clavorubin,0.8326833731381281,"Secalonic acid B, Secalonic acid A, Secalonic acid C, Endocrocin, Clavorubin",Claviceps purpurea 20.1,BGC11,134739,181985,NR-PKS,FBGC00021,98.9,ergochromes,no,no
Claviceps_purpurea_20.1,CAGA01000033,10039,CAGA01000033.1.region001,247091,313978,PKS,,,,0.6660617711996019,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC10,273940,283978,HR-PKS,FBGC00780,49.2,polyol lipids,no,no
Claviceps_purpurea_20.1,CAGA01000035,14134,CAGA01000035.1.region001,93597,161480,PKS,,,,0.752786765419928,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC9,117347,131480,HR-PKS,FBGC00555,15.4,sphingofungins,no,no
Claviceps_purpurea_20.1,CAGA01000041,24782,CAGA01000041.1.region001,211164,279400,PKS,,,,0.7489173655618859,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC8,224619,249400,HR-PKS,FBGC00304,54.1,ACR-toxin,no,no
Claviceps_purpurea_20.1,CAGA01000044,41362,CAGA01000044.1.region001,74468,167619,NRPS,,,,0.7258089867461219,bovienimide A,Xenorhabdus bovienii SS-2004,BGC7,96258,137619,"NRPS, NRPS",,,,no,no
Claviceps_purpurea_20.1,CAGA01000048,32252,CAGA01000048.1.region001,1,65696,PKS;terpene,28,BGC0001604.3,gibberellin,0.6405752930897121,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC6,5173,37424,"HR-PKS, TC (PbcA)",FBGC00780,50.6,polyol lipids,no,no
Claviceps_purpurea_20.1,CAGA01000053,8253,CAGA01000053.1.region001,34075,126644,PKS;terpene,,,,0.7494105316159982,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC5,88392,96644,HR-PKS,FBGC00304,54.8,ACR-toxin,no,no
Claviceps_purpurea_20.1,CAGA01000056,0,,,,,,,,,,,BGC4,140228,141302,TC (SHC/OSC),,,,no,no
Claviceps_purpurea_20.1,CAGA01000059,23420,CAGA01000059.1.region001,78409,145278,PKS,100,BGC0002596.2,lecanoric acid/orsellinic acid,1.0,"lecanoric acid, orsellinic acid",Claviceps purpurea 20.1,BGC3,98653,122072,NR-PKS,FBGC00232,38.2,diorcinol,no,no
Claviceps_purpurea_20.1,CAGA01000060,15432,CAGA01000060.1.region001,117903,155790,PKS,,,,0.6374223487621915,"prolipyrone B, gibepyrone D",Fusarium graminearum PH-1,BGC2,140050,155481,HR-PKS,FBGC00294,10.2,fusaristatin A,no,no
Claviceps_purpurea_20.1,CAGA01000077,8346,CAGA01000077.1.region001,12557,80902,NRPS,,,,0.659152935848256,AM-toxin,Alternaria alternata,BGC1,42557,50902,NRPS,,,,no,no
Coccidioides_immitis_RS,NW_004504307,15070,NW_004504307.1.region001,855556,940487,NRPS,,,,0.40156955449672815,aspergillic acid,Aspergillus flavus,BGC4,887918,902987,"ICS, NRPS-like",FPROT00044,9.7,chlamonitriles E/F,no,no
Coccidioides_immitis_RS,NW_004504307,17708,NW_004504307.1.region002,1918390,1950654,terpene,,,,0.781258271900011,stellatic acid,Aspergillus stellatus,BGC5,1928936,1946643,chimeric TS,FBGC00412,55.6,ophiobolins,no,no
Coccidioides_immitis_RS,NW_004504307,28980,NW_004504307.1.region003,3328640,3396373,PKS,,,,0.658237530533825,alternariol,Parastagonospora nodorum SN15,BGC6,3358640,3387619,HR-PKS,FBGC00555,32.0,sphingofungins,no,no
Coccidioides_immitis_RS,NW_004504308,0,,,,,,,,,,,BGC10,222919,227340,PT (UbiA),,,,no,no
Coccidioides_immitis_RS,NW_004504308,0,,,,,,,,,,,BGC12,3701778,3703055,TC (SHC/OSC),,,,no,no
Coccidioides_immitis_RS,NW_004504308,37044,NW_004504308.1.region001,923552,990643,PKS,8,BGC0000007.3,aflatoxin G1/aflatoxin B1,0.6756839191942675,YWA1,Aspergillus oryzae RIB40,BGC11,953552,990595,NR-PKS,FBGC00569,11.8,oxepinamide D,no,no
Coccidioides_immitis_RS,NW_004504308,0,NW_004504308.1.region002,2205666,2237259,terpene,40,BGC0001839.3,squalestatin S1,0.6452061571922725,squalestatin S1,Aspergillus sp. Z5,,,,,,,,no,no
Coccidioides_immitis_RS,NW_004504309,35256,NW_004504309.1.region001,272986,357648,NRPS,,,,0.7158675336699019,HC-toxin,Alternaria jesenskae,BGC13,292393,327648,NRPS,FBGC00347,26.5,fusahexin,no,no
Coccidioides_immitis_RS,NW_004504309,0,NW_004504309.1.region002,1303529,1334863,terpene,,,,0.5606372558787207,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,,,,,,,,no,no
Coccidioides_immitis_RS,NW_004504309,0,NW_004504309.1.region003,2632696,2663803,terpene,,,,0.21744276833489945,myxochromide A,Myxococcus fulvus HW-1,,,,,,,,no,no
Coccidioides_immitis_RS,NW_004504309,42377,NW_004504309.1.region004,3063065,3158830,NRPS;PKS;terpene,57,BGC0002505.3,xenoacremone A,0.789798553944218,clavaric acid,Hypholoma sublateritium,BGC14,3074422,3116798,PKS-NRPS,FBGC00635,54.9,chaetolivacine A,no,no
Coccidioides_immitis_RS,NW_004504309,0,NW_004504309.1.region005,3289407,3321254,NRPS,,,,0.5192378181240288,"pulcherriminic acid, pulcherrimin, cyclodileucine, compound 3",Metschnikowia aff. pulcherrima,,,,,,,,no,no
Coccidioides_immitis_RS,NW_004504309,38776,NW_004504309.1.region006,4218444,4286398,PKS,36,BGC0001976.3,eupenifeldin,0.6370651658901635,cichorine,Aspergillus nidulans FGSC A4,BGC15,4232883,4271658,NR-PKS,FBGC00783,58.7,lienhwalide D,no,no
Coccidioides_immitis_RS,NW_004504309,14967,NW_004504309.1.region007,4946178,5011986,NRPS;indole,42,BGC0001717.4,okaramine B,0.6377781005915774,AbT1,Aureobasidium pullulans,BGC16,4971511,4986477,"NRPS, PT (DMATS)",FBGC00116,24.1,okaramine B,yes,yes
Coccidioides_immitis_RS,NW_004504310,0,,,,,,,,,,,BGC21,4550302,4554696,NRPS-like,,,,no,no
Coccidioides_immitis_RS,NW_004504310,0,,,,,,,,,,,BGC25,7099416,7110204,ICS,,,,no,no
Coccidioides_immitis_RS,NW_004504310,4121,NW_004504310.1.region001,894273,926682,terpene,100,BGC0001248.3,clavaric acid,0.792640793511821,clavaric acid,Hypholoma sublateritium,BGC17,907562,911682,TC (SHC/OSC),FPROT00020,4.6,arthripenoids,no,no
Coccidioides_immitis_RS,NW_004504310,19036,NW_004504310.1.region002,1883509,1950723,PKS,66,BGC0000046.4,depudecin,0.6697017381853613,depudecin,Alternaria brassicicola,BGC18,1908446,1927481,HR-PKS,FBGC00288,38.2,depudecin,yes,yes
Coccidioides_immitis_RS,NW_004504310,13821,NW_004504310.1.region003,3524835,3592307,NRPS,,,,0.6311351131202387,dimethylcoprogen,Alternaria alternata,BGC19,3550598,3564418,NRPS,,,,no,no
Coccidioides_immitis_RS,NW_004504310,4367,NW_004504310.1.region004,3843594,3904892,PKS,,,,0.5012858207674515,megacin,Bacillus megaterium,BGC20,3870526,3874892,T3PKS,FBGC00210,8.4,"2,4-dihydroxy-3-methyl-6-(2-oxoundecyl)benzaldehyde",no,no
Coccidioides_immitis_RS,NW_004504310,29452,NW_004504310.1.region005,4673131,4748440,NRPS,62,BGC0002710.2,metachelin C/metachelin A/metachelin A-CE/metachelin B/dimerumic acid 11-mannoside/dimerumic acid,0.7686040018389269,dimethylcoprogen,Alternaria alternata,BGC22,4694334,4723785,NRPS,FBGC00372,45.6,triacetylfusarinine C/hydroxyferricrocin,no,no
Coccidioides_immitis_RS,NW_004504310,3959,NW_004504310.1.region006,5691847,5723565,terpene,,,,0.5466078414533119,"pimara-8(14),15-diene",Aspergillus nidulans FGSC A4,BGC23,5704607,5708565,PPPS,,,,no,no
